Grid_ID,Latitude,Longitude
GR3_F4K22_K,33.875,126.775
GR3_F4K23_K,33.625,126.525
GR3_F4K31_H,33.425,126.125
GR3_F4K34_G,33.175,126.325
GR3_F4K34_Y,33.025,126.475
GR3_F4K44_F,33.175,126.775
GR3_F4L11_P,33.825,127.025
GR3_F4L11_R,33.825,127.125
GR3_F4L12_M,33.875,127.375
GR3_F4L21_A,33.975,127.525
GR3_F4L21_O,33.875,127.725
GR3_F4L21_W,33.775,127.625
GR3_F4L22_G,33.925,127.825
GR3_F4L22_H,33.925,127.875
GR3_F4L22_I,33.925,127.925
GR3_F4L22_S,33.825,127.925
GR3_F4L22_W,33.775,127.875
GR3_F4L23_B,33.725,127.575
GR3_F4L23_J,33.675,127.725
GR3_F4L23_N,33.625,127.675
GR3_F4L23_Q,33.575,127.575
GR3_F4L23_T,33.575,127.725
GR3_F4L23_U,33.525,127.525
GR3_F4L23_X,33.525,127.675
GR3_F4L24_B,33.725,127.825
GR3_F4L24_T,33.575,127.975
GR3_F4L24_V,33.525,127.825
GR3_F4L31_F,33.425,127.025
GR3_F4L31_Q,33.325,127.075
GR3_F4L31_Y,33.275,127.225
GR3_F4L32_L,33.375,127.325
GR3_F4L32_P,33.325,127.275
GR3_F4L32_U,33.275,127.275
GR3_F4L34_T,33.075,127.475
GR3_F4L34_X,33.025,127.425
GR3_F4L41_C,33.475,127.625
GR3_F4L41_G,33.425,127.575
GR3_F4L41_L,33.375,127.575
GR3_F4L42_C,33.475,127.875
GR3_F4L42_J,33.425,127.975
GR3_F4L42_Y,33.275,127.975
GR3_F4L43_H,33.175,127.625
GR3_F4L43_L,33.125,127.575
GR3_F4L43_V,33.025,127.575
GR3_F4N12_C,32.975,125.375
GR3_F4N12_J,32.925,125.475
GR3_F4N12_L,32.875,125.325
GR3_F4N13_R,32.575,125.125
GR3_F4N13_T,32.575,125.225
GR3_F4N13_X,32.525,125.175
GR3_F4N14_E,32.725,125.475
GR3_F4N14_G,32.675,125.325
GR3_F4N14_M,32.625,125.375
GR3_F4N14_R,32.575,125.375
GR3_F4N22_A,32.975,125.775
GR3_F4N22_F,32.925,125.775
GR3_F4N22_L,32.875,125.825
GR3_F4N23_K,32.625,125.525
GR3_F4N31_E,32.475,125.225
GR3_F4N32_H,32.425,125.375
GR3_F4N32_O,32.375,125.475
GR3_F4N34_N,32.125,125.425
GR3_F4N41_H,32.425,125.625
GR3_F4N42_E,32.475,125.975
GR3_F4N42_H,32.425,125.875
GR3_F4N42_L,32.375,125.825
GR3_F4N43_N,32.125,125.675
GR3_F4N44_A,32.225,125.775
GR3_F4N44_E,32.225,125.975
GR3_F4N44_I,32.175,125.925
GR3_F4O12_A,32.975,126.275
GR3_F4O13_X,32.525,126.175
GR3_F4O14_M,32.625,126.375
GR3_F4O14_N,32.625,126.425
GR3_F4O14_U,32.525,126.275
GR3_F4O14_V,32.525,126.325
GR3_F4O21_M,32.875,126.625
GR3_F4O22_G,32.925,126.825
GR3_F4O22_H,32.925,126.875
GR3_F4O22_L,32.875,126.825
GR3_F4O23_G,32.675,126.575
GR3_F4O23_P,32.575,126.525
GR3_F4O24_R,32.575,126.875
GR3_F4O24_V,32.525,126.825
GR3_F4O31_E,32.475,126.225
GR3_F4O31_I,32.425,126.175
GR3_F4O31_U,32.275,126.025
GR3_F4O33_C,32.225,126.125
GR3_F4O33_F,32.175,126.025
GR3_F4O33_Q,32.075,126.075
GR3_F4O34_O,32.125,126.475
GR3_F4O34_S,32.075,126.425
GR3_F4O34_W,32.025,126.375
GR3_F4O41_C,32.475,126.625
GR3_F4O41_G,32.425,126.575
GR3_F4O42_A,32.475,126.775
GR3_F4O42_O,32.375,126.975
GR3_F4O42_T,32.325,126.975
GR3_F4O43_G,32.175,126.575
GR3_F4O43_R,32.075,126.625
GR3_F4P11_A,32.975,127.025
GR3_F4P11_N,32.875,127.175
GR3_F4P12_G,32.925,127.325
GR3_F4P12_N,32.875,127.425
GR3_F4P13_M,32.625,127.125
GR3_F4P13_U,32.525,127.025
GR3_F4P13_W,32.525,127.125
GR3_F4P14_H,32.675,127.375
GR3_F4P21_O,32.875,127.725
GR3_F4P21_U,32.775,127.525
GR3_F4P21_Y,32.775,127.725
GR3_F4P22_K,32.875,127.775
GR3_F4P22_P,32.825,127.775
GR3_F4P23_H,32.675,127.625
GR3_F4P31_C,32.475,127.125
GR3_F4P31_P,32.325,127.025
GR3_F4P41_N,32.375,127.675
GR3_G1E41_P,38.325,128.525
GR3_G1E43_C,38.225,128.625
GR3_G1E43_M,38.125,128.625
GR3_G1E43_S,38.075,128.675
GR3_G1G44_N,38.125,130.925
GR3_G1H34_S,38.075,131.425
GR3_G1J13_G,37.675,129.075
GR3_G1J13_L,37.625,129.075
GR3_G1J34_J,37.175,129.475
GR3_G1J34_O,37.125,129.475
GR3_G1J42_T,37.325,129.975
GR3_G1J43_I,37.175,129.675
GR3_G1J43_K,37.125,129.525
GR3_G1J43_O,37.125,129.725
GR3_G1J44_D,37.225,129.925
GR3_G1J44_I,37.175,129.925
GR3_G1K13_E,37.725,130.225
GR3_G1K13_N,37.625,130.175
GR3_G1K14_B,37.725,130.325
GR3_G1K23_J,37.675,130.725
GR3_G1K23_S,37.575,130.675
GR3_G1K31_T,37.325,130.225
GR3_G1K34_G,37.175,130.325
GR3_G1K34_O,37.125,130.475
GR3_G1K34_U,37.025,130.275
GR3_G1K43_A,37.225,130.525
GR3_G1L11_V,37.775,131.075
GR3_G1L12_H,37.925,131.375
GR3_G1L13_A,37.725,131.025
GR3_G1L32_P,37.325,131.275
GR3_G1L34_M,37.125,131.375
GR3_G1L34_Q,37.075,131.325
GR3_G1L34_W,37.025,131.375
GR3_G1N12_I,36.925,129.425
GR3_G1N12_J,36.925,129.475
GR3_G1N14_I,36.675,129.425
GR3_G1N21_K,36.875,129.525
GR3_G1N22_G,36.925,129.825
GR3_G1N23_C,36.725,129.625
GR3_G1N24_I,36.675,129.925
GR3_G1N24_J,36.675,129.975
GR3_G1N24_N,36.625,129.925
GR3_G1N24_O,36.625,129.975
GR3_G1N24_Q,36.575,129.825
GR3_G1N32_S,36.325,129.425
GR3_G1N34_E,36.225,129.475
GR3_G1N42_I,36.425,129.925
GR3_G1N43_C,36.225,129.625
GR3_G1N43_M,36.125,129.625
GR3_G1N43_W,36.025,129.625
GR3_G1N44_X,36.025,129.925
GR3_G1O11_P,36.825,130.025
GR3_G1O13_A,36.725,130.025
GR3_G1O13_C,36.725,130.125
GR3_G1O22_L,36.875,130.825
GR3_G1O22_P,36.825,130.775
GR3_G1O24_E,36.725,130.975
GR3_G1O24_I,36.675,130.925
GR3_G1O24_M,36.625,130.875
GR3_G1O31_C,36.475,130.125
GR3_G1O32_R,36.325,130.375
GR3_G1O32_Y,36.275,130.475
GR3_G1O34_B,36.225,130.325
GR3_G1O44_S,36.075,130.925
GR3_G1P12_B,36.975,131.325
GR3_G1P12_F,36.925,131.275
GR3_G2I14_C,37.725,132.375
GR3_G2I14_G,37.675,132.325
GR3_G2I41_W,37.275,132.625
GR3_G2I43_B,37.225,132.575
GR3_G2I43_F,37.175,132.525
GR3_G2M12_X,36.775,132.425
GR3_G2M13_H,36.675,132.125
GR3_G2M13_J,36.675,132.225
GR3_G2M13_K,36.625,132.025
GR3_G2M14_A,36.725,132.275
GR3_G2M14_B,36.725,132.325
GR3_G2M14_C,36.725,132.375
GR3_G2M14_F,36.675,132.275
GR3_G3A44_K,35.125,128.775
GR3_G3A44_W,35.025,128.875
GR3_G3B14_J,35.675,129.475
GR3_G3B22_V,35.775,129.825
GR3_G3B22_Y,35.775,129.975
GR3_G3B23_B,35.725,129.575
GR3_G3B23_L,35.625,129.575
GR3_G3B23_V,35.525,129.575
GR3_G3B23_W,35.525,129.625
GR3_G3B24_B,35.725,129.825
GR3_G3B24_C,35.725,129.875
GR3_G3B24_G,35.675,129.825
GR3_G3B24_H,35.675,129.875
GR3_G3B32_E,35.475,129.475
GR3_G3B32_P,35.325,129.275
GR3_G3B41_X,35.275,129.675
GR3_G3B42_H,35.425,129.875
GR3_G3B44_J,35.175,129.975
GR3_G3C11_I,35.925,130.175
GR3_G3C11_L,35.875,130.075
GR3_G3C11_P,35.825,130.025
GR3_G3C11_R,35.825,130.125
GR3_G3C12_U,35.775,130.275
GR3_G3C13_B,35.725,130.075
GR3_G3C13_N,35.625,130.175
GR3_G3C14_D,35.725,130.425
GR3_G3C14_Y,35.525,130.475
GR3_G3C21_J,35.925,130.725
GR3_G3C22_A,35.975,130.775
GR3_G3C23_P,35.575,130.525
GR3_G3E11_W,34.775,128.125
GR3_G3E12_F,34.925,128.275
GR3_G3E13_C,34.725,128.125
GR3_G3E13_F,34.675,128.025
GR3_G3E13_K,34.625,128.025
GR3_G3E13_O,34.625,128.225
GR3_G3E13_P,34.575,128.025
GR3_G3E13_T,34.575,128.225
GR3_G3E14_U,34.525,128.275
GR3_G3E21_M,34.875,128.625
GR3_G3E22_F,34.925,128.775
GR3_G3E22_K,34.875,128.775
GR3_G3E22_M,34.875,128.875
GR3_G3E22_X,34.775,128.925
GR3_G3E23_J,34.675,128.725
GR3_G3E24_G,34.675,128.825
GR3_G3E24_L,34.625,128.825
GR3_G3E24_M,34.625,128.875
GR3_G3E24_S,34.575,128.925
GR3_G3E24_T,34.575,128.975
GR3_G3E24_U,34.525,128.775
GR3_G3E24_X,34.525,128.925
GR3_G3E31_A,34.475,128.025
GR3_G3E31_B,34.475,128.075
GR3_G3E31_O,34.375,128.225
GR3_G3E31_R,34.325,128.125
GR3_G3E32_B,34.475,128.325
GR3_G3E32_O,34.375,128.475
GR3_G3E33_O,34.125,128.225
GR3_G3E34_F,34.175,128.275
GR3_G3E34_K,34.125,128.275
GR3_G3E34_V,34.025,128.325
GR3_G3E42_D,34.475,128.925
GR3_G3E42_G,34.425,128.825
GR3_G3E42_H,34.425,128.875
GR3_G3E42_J,34.425,128.975
GR3_G3E42_N,34.375,128.925
GR3_G3E42_P,34.325,128.775
GR3_G3E42_Q,34.325,128.825
GR3_G3E42_S,34.325,128.925
GR3_G3E42_V,34.275,128.825
GR3_G3E43_A,34.225,128.525
GR3_G3E43_E,34.225,128.725
GR3_G3E44_A,34.225,128.775
GR3_G3E44_D,34.225,128.925
GR3_G3E44_M,34.125,128.875
GR3_G3E44_Q,34.075,128.825
GR3_G3F11_F,34.925,129.025
GR3_G3F12_D,34.975,129.425
GR3_G3F12_H,34.925,129.375
GR3_G3F12_V,34.775,129.325
GR3_G3F12_W,34.775,129.375
GR3_G3F13_E,34.725,129.225
GR3_G3F13_H,34.675,129.125
GR3_G3F21_K,34.875,129.525
GR3_G3F21_V,34.775,129.575
GR3_G3F22_M,34.875,129.875
GR3_G3F22_T,34.825,129.975
GR3_G3F23_H,34.675,129.625
GR3_G3F23_J,34.675,129.725
GR3_G3F24_R,34.575,129.875
GR3_G3F31_B,34.475,129.075
GR3_G3F31_C,34.475,129.125
GR3_G3F31_I,34.425,129.175
GR3_G3F34_G,34.175,129.325
GR3_G3F34_M,34.125,129.375
GR3_G3F41_E,34.475,129.725
GR3_G3F42_F,34.425,129.775
GR3_G3F43_O,34.125,129.725
GR3_G3F43_Y,34.025,129.725
GR3_G3F44_U,34.025,129.775
GR3_G3G11_G,34.925,130.075
GR3_G3G13_J,34.675,130.225
GR3_G3G31_C,34.475,130.125
GR3_G3I12_A,33.975,128.275
GR3_G3I13_R,33.575,128.125
GR3_G3I13_V,33.525,128.075
GR3_G3I31_A,33.475,128.025
GR3_G3I31_G,33.425,128.075
GR3_G3I31_H,33.425,128.125
GR3_G3I31_L,33.375,128.075
GR3_G3I31_P,33.325,128.025
GR3_G3J21_F,33.925,129.525
GR3_G3J21_G,33.925,129.575
GR3_J2A22_I,31.925,124.925
GR3_J2A22_S,31.825,124.925
GR3_J2B11_B,31.975,125.075
GR3_J2B11_J,31.925,125.225
GR3_J2B11_N,31.875,125.175
GR3_J2B12_U,31.775,125.275
GR3_J2C21_I,31.925,126.675
GR3_J2C21_L,31.875,126.575
GR3_J2C21_P,31.825,126.525
GR3_C4I41_C,41.475,132.625
GR3_C4I41_G,41.425,132.575
GR3_F1H42_E,38.475,123.975
GR3_F1H42_J,38.425,123.975
GR3_F1L14_Y,37.525,123.475
GR3_F1L22_S,37.825,123.925
GR3_F1L22_V,37.775,123.825
GR3_F1L22_W,37.775,123.875
GR3_F1L24_E,37.725,123.975
GR3_F1L24_F,37.675,123.775
GR3_F1L24_G,37.675,123.825
GR3_F1L24_N,37.625,123.925
GR3_F1L24_Q,37.575,123.825
GR3_F1L24_W,37.525,123.875
GR3_F1L32_R,37.325,123.375
GR3_F1L32_T,37.325,123.475
GR3_F1L32_Y,37.275,123.475
GR3_F1L34_E,37.225,123.475
GR3_F1L41_K,37.375,123.525
GR3_F1L41_V,37.275,123.575
GR3_F1L41_X,37.275,123.675
GR3_F1L42_M,37.375,123.875
GR3_F1L42_Q,37.325,123.825
GR3_F1L42_R,37.325,123.875
GR3_F1L42_W,37.275,123.875
GR3_F1L43_C,37.225,123.625
GR3_F1L43_G,37.175,123.575
GR3_F1L43_J,37.175,123.725
GR3_F1L44_E,37.225,123.975
GR3_F1L44_F,37.175,123.775
GR3_F1P22_M,36.875,123.875
GR3_F2E13_Y,38.525,124.225
GR3_F2E14_U,38.525,124.275
GR3_F2F14_D,38.725,125.425
GR3_F2I24_K,37.625,124.775
GR3_F2I31_U,37.275,124.025
GR3_F2I31_X,37.275,124.175
GR3_F2I32_P,37.325,124.275
GR3_F2I32_Q,37.325,124.325
GR3_F2I32_R,37.325,124.375
GR3_F2I32_S,37.325,124.425
GR3_F2I32_Y,37.275,124.475
GR3_F2I33_E,37.225,124.225
GR3_F2I33_K,37.125,124.025
GR3_F2I33_N,37.125,124.175
GR3_F2I33_P,37.075,124.025
GR3_F2I34_A,37.225,124.275
GR3_F2I41_W,37.275,124.625
GR3_F2I43_U,37.025,124.525
GR3_F2J31_F,37.425,125.025
GR3_F2J31_O,37.375,125.225
GR3_F2J33_L,37.125,125.075
GR3_F2J33_M,37.125,125.125
GR3_F2J33_O,37.125,125.225
GR3_F2J34_M,37.125,125.375
GR3_F2J43_M,37.125,125.625
GR3_F2J43_T,37.075,125.725
GR3_F2K13_J,37.675,126.225
GR3_F2K14_A,37.725,126.275
GR3_F2K23_Q,37.575,126.575
GR3_F2K23_R,37.575,126.625
GR3_F2K31_T,37.325,126.225
GR3_F2K32_C,37.475,126.375
GR3_F2K32_I,37.425,126.425
GR3_F2K32_L,37.375,126.325
GR3_F2K32_P,37.325,126.275
GR3_F2K33_D,37.225,126.175
GR3_F2K34_I,37.175,126.425
GR3_F2K34_L,37.125,126.325
GR3_F2K34_U,37.025,126.275
GR3_F2K41_F,37.425,126.525
GR3_F2K41_K,37.375,126.525
GR3_F2K43_F,37.175,126.525
GR3_F2K43_V,37.025,126.575
GR3_F2K43_Y,37.025,126.725
GR3_F2M11_A,36.975,124.025
GR3_F2M11_F,36.925,124.025
GR3_F2M21_A,36.975,124.525
GR3_F2M21_O,36.875,124.725
GR3_F2M22_K,36.875,124.775
GR3_F2M22_L,36.875,124.825
GR3_F2M22_M,36.875,124.875
GR3_F2M22_N,36.875,124.925
GR3_F2N11_H,36.925,125.125
GR3_F2N14_C,36.725,125.375
GR3_F2N14_D,36.725,125.425
GR3_F2N14_R,36.575,125.375
GR3_F2N14_X,36.525,125.425
GR3_F2N21_N,36.875,125.675
GR3_F2N21_O,36.875,125.725
GR3_F2N21_S,36.825,125.675
GR3_F2N21_T,36.825,125.725
GR3_F2N21_U,36.775,125.525
GR3_F2N21_W,36.775,125.625
GR3_F2N22_G,36.925,125.825
GR3_F2N22_K,36.875,125.775
GR3_F2N23_A,36.725,125.525
GR3_F2N23_C,36.725,125.625
GR3_F2N23_F,36.675,125.525
GR3_F2N23_G,36.675,125.575
GR3_F2N24_L,36.625,125.825
GR3_F2N24_O,36.625,125.975
GR3_F2N32_A,36.475,125.275
GR3_F2N32_J,36.425,125.475
GR3_F2N32_O,36.375,125.475
GR3_F2N34_H,36.175,125.375
GR3_F2N41_G,36.425,125.575
GR3_F2N41_X,36.275,125.675
GR3_F2N42_K,36.375,125.775
GR3_F2N42_U,36.275,125.775
GR3_F2N42_Y,36.275,125.975
GR3_F2N43_Q,36.075,125.575
GR3_F2N43_S,36.075,125.675
GR3_F2N43_V,36.025,125.575
GR3_F2N43_X,36.025,125.675
GR3_F2N44_G,36.175,125.825
GR3_F2N44_H,36.175,125.875
GR3_F2N44_W,36.025,125.875
GR3_F2N44_X,36.025,125.925
GR3_F2N44_Y,36.025,125.975
GR3_F2O11_D,36.975,126.175
GR3_F2O11_U,36.775,126.025
GR3_F2O12_A,36.975,126.275
GR3_F2O12_Q,36.825,126.325
GR3_F2O13_T,36.575,126.225
GR3_F2O14_Q,36.575,126.325
GR3_F2O14_S,36.575,126.425
GR3_F2O31_P,36.325,126.025
GR3_F2O31_Q,36.325,126.075
GR3_F2O31_R,36.325,126.125
GR3_F2O31_S,36.325,126.175
GR3_F2O32_D,36.475,126.425
GR3_F2O32_E,36.475,126.475
GR3_F2O32_K,36.375,126.275
GR3_F2O32_O,36.375,126.475
GR3_F2O34_G,36.175,126.325
GR3_F2O34_H,36.175,126.375
GR3_F2O34_J,36.175,126.475
GR3_F2O34_L,36.125,126.325
GR3_F2O34_Q,36.075,126.325
GR3_F3L24_E,33.725,123.975
GR3_F4A42_N,35.375,124.925
GR3_F4A43_E,35.225,124.725
GR3_F4A43_J,35.175,124.725
GR3_F4A43_T,35.075,124.725
GR3_F4A44_B,35.225,124.825
GR3_F4A44_G,35.175,124.825
GR3_F4A44_T,35.075,124.975
GR3_F4A44_Y,35.025,124.975
GR3_F4B11_E,35.975,125.225
GR3_F4B13_L,35.625,125.075
GR3_F4B13_Q,35.575,125.075
GR3_F4B13_U,35.525,125.025
GR3_F4B21_A,35.975,125.525
GR3_F4B21_S,35.825,125.675
GR3_F4B21_V,35.775,125.575
GR3_F4B21_Y,35.775,125.725
GR3_F4B23_N,35.625,125.675
GR3_F4B23_Q,35.575,125.575
GR3_F4B23_V,35.525,125.575
GR3_F4B23_W,35.525,125.625
GR3_F4B24_C,35.725,125.875
GR3_F4B24_D,35.725,125.925
GR3_F4B24_F,35.675,125.775
GR3_F4B24_K,35.625,125.775
GR3_F4B24_P,35.575,125.775
GR3_F4B24_V,35.525,125.825
GR3_F4B31_C,35.475,125.125
GR3_F4B31_H,35.425,125.125
GR3_F4B31_I,35.425,125.175
GR3_F4B32_K,35.375,125.275
GR3_F4B32_R,35.325,125.375
GR3_F4B32_U,35.275,125.275
GR3_F4B32_W,35.275,125.375
GR3_F4B33_P,35.075,125.025
GR3_F4B34_C,35.225,125.375
GR3_F4B34_X,35.025,125.425
GR3_F4B41_D,35.475,125.675
GR3_F4B41_F,35.425,125.525
GR3_F4B41_J,35.425,125.725
GR3_F4B41_Q,35.325,125.575
GR3_F4B41_V,35.275,125.575
GR3_F4B42_F,35.425,125.775
GR3_F4B42_K,35.375,125.775
GR3_F4B43_B,35.225,125.575
GR3_F4B43_H,35.175,125.625
GR3_F4B43_M,35.125,125.625
GR3_F4B43_R,35.075,125.625
GR3_F4B43_V,35.025,125.575
GR3_F4C11_B,35.975,126.075
GR3_F4C11_C,35.975,126.125
GR3_F4C11_P,35.825,126.025
GR3_F4C11_V,35.775,126.075
GR3_F4C11_W,35.775,126.125
GR3_F4C12_H,35.925,126.375
GR3_F4C12_J,35.925,126.475
GR3_F4C12_S,35.825,126.425
GR3_F4C14_M,35.625,126.375
GR3_F4C21_D,35.975,126.675
GR3_F4C31_K,35.375,126.025
GR3_F4C31_P,35.325,126.025
GR3_F4C33_I,35.175,126.175
GR3_F4C33_N,35.125,126.175
GR3_F4C33_O,35.125,126.225
GR3_F4C33_Q,35.075,126.075
GR3_F4E12_R,34.825,124.375
GR3_F4E12_S,34.825,124.425
GR3_F4E12_T,34.825,124.475
GR3_F4E21_J,34.925,124.725
GR3_F4E21_Y,34.775,124.725
GR3_F4E23_S,34.575,124.675
GR3_F4E24_S,34.575,124.925
GR3_F4E24_U,34.525,124.775
GR3_F4E31_H,34.425,124.125
GR3_F4E31_O,34.375,124.225
GR3_F4E31_Y,34.275,124.225
GR3_F4E32_G,34.425,124.325
GR3_F4E34_F,34.175,124.275
GR3_F4E34_L,34.125,124.325
GR3_F4E34_M,34.125,124.375
GR3_F4E34_O,34.125,124.475
GR3_F4E34_Q,34.075,124.325
GR3_F4E41_G,34.425,124.575
GR3_F4E41_I,34.425,124.675
GR3_F4E41_M,34.375,124.625
GR3_F4E41_T,34.325,124.725
GR3_F4E41_W,34.275,124.625
GR3_F4E41_X,34.275,124.675
GR3_F4E42_E,34.475,124.975
GR3_F4E42_F,34.425,124.775
GR3_F4E42_L,34.375,124.825
GR3_F4E42_V,34.275,124.825
GR3_F4E42_W,34.275,124.875
GR3_F4E44_H,34.175,124.875
GR3_F4E44_L,34.125,124.825
GR3_F4E44_M,34.125,124.875
GR3_F4E44_Q,34.075,124.825
GR3_F4E44_S,34.075,124.925
GR3_F4F11_C,34.975,125.125
GR3_F4F13_I,34.675,125.175
GR3_F4F14_G,34.675,125.325
GR3_F4F14_S,34.575,125.425
GR3_F4F14_T,34.575,125.475
GR3_F4F14_X,34.525,125.425
GR3_F4F21_B,34.975,125.575
GR3_F4F21_C,34.975,125.625
GR3_F4F21_F,34.925,125.525
GR3_F4F22_W,34.775,125.875
GR3_F4F23_R,34.575,125.625
GR3_F4F31_M,34.375,125.125
GR3_F4F31_Y,34.275,125.225
GR3_F4F32_D,34.475,125.425
GR3_F4F32_L,34.375,125.325
GR3_F4F33_A,34.225,125.025
GR3_F4F33_F,34.175,125.025
GR3_F4F33_Q,34.075,125.075
GR3_F4F34_H,34.175,125.375
GR3_F4F34_N,34.125,125.425
GR3_F4F41_C,34.475,125.625
GR3_F4F42_I,34.425,125.925
GR3_F4F42_O,34.375,125.975
GR3_F4F42_R,34.325,125.875
GR3_F4F42_S,34.325,125.925
GR3_F4F43_D,34.225,125.675
GR3_F4F43_J,34.175,125.725
GR3_F4F43_L,34.125,125.575
GR3_F4F43_S,34.075,125.675
GR3_F4F44_I,34.175,125.925
GR3_F4F44_K,34.125,125.775
GR3_F4F44_L,34.125,125.825
GR3_F4F44_M,34.125,125.875
GR3_F4F44_O,34.125,125.975
GR3_F4F44_T,34.075,125.975
GR3_F4F44_X,34.025,125.925
GR3_F4F44_Y,34.025,125.975
GR3_F4G11_Y,34.775,126.225
GR3_F4G12_B,34.975,126.325
GR3_F4G13_I,34.675,126.175
GR3_F4G13_L,34.625,126.075
GR3_F4G14_K,34.625,126.275
GR3_F4G14_V,34.525,126.325
GR3_F4G24_U,34.525,126.775
GR3_F4G31_B,34.475,126.075
GR3_F4G32_T,34.325,126.475
GR3_F4G32_V,34.275,126.325
GR3_F4G33_H,34.175,126.125
GR3_F4G33_K,34.125,126.025
GR3_F4G33_P,34.075,126.025
GR3_F4G33_Q,34.075,126.075
GR3_F4G33_S,34.075,126.175
GR3_F4G33_U,34.025,126.025
GR3_F4G33_V,34.025,126.075
GR3_F4G33_Y,34.025,126.225
GR3_F4G34_E,34.225,126.475
GR3_F4G34_H,34.175,126.375
GR3_F4G34_M,34.125,126.375
GR3_F4G34_N,34.125,126.425
GR3_F4G34_P,34.075,126.275
GR3_F4G34_U,34.025,126.275
GR3_F4G41_R,34.325,126.625
GR3_F4G42_H,34.425,126.875
GR3_F4G42_L,34.375,126.825
GR3_F4G42_T,34.325,126.975
GR3_F4G43_O,34.125,126.725
GR3_F4G43_X,34.025,126.675
GR3_F4G44_A,34.225,126.775
GR3_F4H13_J,34.675,127.225
GR3_F4H13_N,34.625,127.175
GR3_F4H13_V,34.525,127.075
GR3_F4H14_S,34.575,127.425
GR3_F4H21_G,34.925,127.575
GR3_F4H21_V,34.775,127.575
GR3_F4H22_E,34.975,127.975
GR3_F4H22_L,34.875,127.825
GR3_F4H23_D,34.725,127.675
GR3_F4H23_K,34.625,127.525
GR3_F4H23_N,34.625,127.675
GR3_F4H24_E,34.725,127.975
GR3_F4H24_W,34.525,127.875
GR3_F4H31_B,34.475,127.075
GR3_F4H31_E,34.475,127.225
GR3_F4H31_X,34.275,127.175
GR3_F4H32_X,34.275,127.425
GR3_F4H33_D,34.225,127.175
GR3_F4H33_E,34.225,127.225
GR3_F4H33_R,34.075,127.125
GR3_F4H34_E,34.225,127.475
GR3_F4H34_G,34.175,127.325
GR3_F4H34_U,34.025,127.275
GR3_F4H41_F,34.425,127.525
GR3_F4H41_M,34.375,127.625
GR3_F4H41_O,34.375,127.725
GR3_F4H41_P,34.325,127.525
GR3_F4H41_Q,34.325,127.575
GR3_F4H42_F,34.425,127.775
GR3_F4H42_V,34.275,127.825
GR3_F4H42_W,34.275,127.875
GR3_F4H43_A,34.225,127.525
GR3_F4H43_E,34.225,127.725
GR3_F4H43_V,34.025,127.575
GR3_F4H43_W,34.025,127.625
GR3_F4H44_A,34.225,127.775
GR3_F4H44_D,34.225,127.925
GR3_F4H44_Q,34.075,127.825
GR3_F4H44_T,34.075,127.975
GR3_F4H44_X,34.025,127.925
GR3_F4H44_Y,34.025,127.975
GR3_F4I11_F,33.925,124.025
GR3_F4I12_C,33.975,124.375
GR3_F4I12_D,33.975,124.425
GR3_F4I12_I,33.925,124.425
GR3_F4I12_J,33.925,124.475
GR3_F4I12_M,33.875,124.375
GR3_F4I12_O,33.875,124.475
GR3_F4I14_E,33.725,124.475
GR3_F4I14_F,33.675,124.275
GR3_F4I14_H,33.675,124.375
GR3_F4I14_R,33.575,124.375
GR3_F4I21_C,33.975,124.625
GR3_F4I21_I,33.925,124.675
GR3_F4I21_J,33.925,124.725
GR3_F4I22_A,33.975,124.775
GR3_F4I22_P,33.825,124.775
GR3_F4I23_F,33.675,124.525
GR3_F4I23_Q,33.575,124.575
GR3_F4I23_T,33.575,124.725
GR3_F4I24_D,33.725,124.925
GR3_F4I24_I,33.675,124.925
GR3_F4I24_M,33.625,124.875
GR3_F4I24_N,33.625,124.925
GR3_F4I24_V,33.525,124.825
GR3_F4I41_J,33.425,124.725
GR3_F4I41_K,33.375,124.525
GR3_F4I41_S,33.325,124.675
GR3_F4I41_T,33.325,124.725
GR3_F4I42_F,33.425,124.775
GR3_F4I42_G,33.425,124.825
GR3_F4I42_I,33.425,124.925
GR3_F4I42_J,33.425,124.975
GR3_F4I42_T,33.325,124.975
GR3_F4I43_A,33.225,124.525
GR3_F4I43_F,33.175,124.525
GR3_F4I43_M,33.125,124.625
GR3_F4I43_R,33.075,124.625
GR3_F4I43_V,33.025,124.575
GR3_F4I44_Y,33.025,124.975
GR3_F4J11_K,33.875,125.025
GR3_F4J11_M,33.875,125.125
GR3_F4J11_U,33.775,125.025
GR3_F4J12_H,33.925,125.375
GR3_F4J12_M,33.875,125.375
GR3_F4J12_T,33.825,125.475
GR3_F4J12_V,33.775,125.325
GR3_F4J12_X,33.775,125.425
GR3_F4J13_B,33.725,125.075
GR3_F4J13_F,33.675,125.025
GR3_F4J13_G,33.675,125.075
GR3_F4J13_K,33.625,125.025
GR3_F4J13_S,33.575,125.175
GR3_F4J13_T,33.575,125.225
GR3_F4J13_Y,33.525,125.225
GR3_F4J14_C,33.725,125.375
GR3_F4J14_D,33.725,125.425
GR3_F4J14_E,33.725,125.475
GR3_F4J14_U,33.525,125.275
GR3_F4J14_Y,33.525,125.475
GR3_F4J21_Q,33.825,125.575
GR3_F4J21_U,33.775,125.525
GR3_F4J24_G,33.675,125.825
GR3_F4J24_M,33.625,125.875
GR3_F4J24_N,33.625,125.925
GR3_F4J24_O,33.625,125.975
GR3_F4J31_D,33.475,125.175
GR3_F4J31_H,33.425,125.125
