Grid_ID,Latitude,Longitude
GR3_F4E32_R,34.325,124.375
GR3_F4E42_J,34.425,124.975
GR3_F4F21_M,34.875,125.625
GR3_F4F31_L,34.375,125.075
GR3_F4F32_K,34.375,125.275
GR3_F4F43_Y,34.025,125.725
GR3_F4F44_J,34.175,125.975
GR3_F4G11_M,34.875,126.125
GR3_F4G33_F,34.175,126.025
GR3_F4G33_M,34.125,126.125
GR3_F4G34_T,34.075,126.475
GR3_F4G41_S,34.325,126.675
GR3_F4G42_M,34.375,126.875
GR3_F4G43_P,34.075,126.525
GR3_F4G44_O,34.125,126.975
GR3_F4H13_L,34.625,127.075
GR3_F4H13_P,34.575,127.025
GR3_F4H13_R,34.575,127.125
GR3_F4H14_X,34.525,127.425
GR3_F4H21_S,34.825,127.675
GR3_F4H24_N,34.625,127.925
GR3_F4H31_T,34.325,127.225
GR3_F4H32_L,34.375,127.325
GR3_F4H32_W,34.275,127.375
GR3_F4H33_A,34.225,127.025
GR3_F4H33_K,34.125,127.025
GR3_F4H33_L,34.125,127.075
GR3_F4H34_H,34.175,127.375
GR3_F4H42_E,34.475,127.975
GR3_F4H42_R,34.325,127.875
GR3_F4H42_U,34.275,127.775
GR3_F4H43_B,34.225,127.575
GR3_F4H43_T,34.075,127.725
GR3_F4I12_F,33.925,124.275
GR3_F4I14_C,33.725,124.375
GR3_F4I22_Q,33.825,124.825
GR3_F4I24_G,33.675,124.825
GR3_F4I42_D,33.475,124.925
GR3_F4J12_Y,33.775,125.475
GR3_F4J33_I,33.175,125.175
GR3_F4J33_N,33.125,125.175
GR3_F4J41_J,33.425,125.725
GR3_F4J41_N,33.375,125.675
GR3_F4J41_R,33.325,125.625
GR3_F4J41_T,33.325,125.725
GR3_F4K12_V,33.775,126.325
GR3_F4K13_F,33.675,126.025
GR3_F4K22_Q,33.825,126.825
GR3_F4K23_B,33.725,126.575
GR3_F4K24_S,33.575,126.925
GR3_F4K32_B,33.475,126.325
GR3_F4K42_T,33.325,126.975
GR3_F4K43_F,33.175,126.525
GR3_F4L12_D,33.975,127.425
GR3_F4L12_I,33.925,127.425
GR3_F4L12_J,33.925,127.475
GR3_F4L21_F,33.925,127.525
GR3_F4N14_A,32.725,125.275
GR3_F4N14_S,32.575,125.425
GR3_F4N14_X,32.525,125.425
GR3_F4N32_F,32.425,125.275
GR3_F4N43_J,32.175,125.725
GR3_F4O12_D,32.975,126.425
GR3_F4O13_P,32.575,126.025
GR3_F4O14_Q,32.575,126.325
GR3_F4P12_F,32.925,127.275
GR3_F4P31_G,32.425,127.075
GR3_F4P31_K,32.375,127.025
GR3_F4P31_M,32.375,127.125
GR3_G1I22_F,37.925,128.775
GR3_G1I22_R,37.825,128.875
GR3_G1I24_E,37.725,128.975
GR3_G1J32_V,37.275,129.325
GR3_G1J34_E,37.225,129.475
GR3_G1J34_H,37.175,129.375
GR3_G1K42_C,37.475,130.875
GR3_G1N12_E,36.975,129.475
GR3_G1N12_S,36.825,129.425
GR3_G1N14_N,36.625,129.425
GR3_G1N14_X,36.525,129.425
GR3_G1N21_F,36.925,129.525
GR3_G1N22_L,36.875,129.825
GR3_G1N23_F,36.675,129.525
GR3_G1N23_I,36.675,129.675
GR3_G1N24_A,36.725,129.775
GR3_G1N32_I,36.425,129.425
GR3_G1N32_N,36.375,129.425
GR3_G1N42_A,36.475,129.775
GR3_G3A43_B,35.225,128.575
GR3_G3A43_H,35.175,128.625
GR3_G3A43_M,35.125,128.625
GR3_G3A43_V,35.025,128.575
GR3_G3A44_N,35.125,128.925
GR3_G3A44_R,35.075,128.875
GR3_G3B12_Y,35.775,129.475
GR3_G3B21_M,35.875,129.625
GR3_G3B21_X,35.775,129.675
GR3_G3B22_K,35.875,129.775
GR3_G3B23_R,35.575,129.625
GR3_G3B32_U,35.275,129.275
GR3_G3B34_A,35.225,129.275
GR3_G3B34_I,35.175,129.425
GR3_G3B34_N,35.125,129.425
GR3_G3B41_M,35.375,129.625
GR3_G3B42_A,35.475,129.775
GR3_G3B42_N,35.375,129.925
GR3_G3B43_B,35.225,129.575
GR3_G3B43_C,35.225,129.625
GR3_G3B43_K,35.125,129.525
GR3_G3B43_M,35.125,129.625
GR3_G3C11_G,35.925,130.075
GR3_G3C11_K,35.875,130.025
GR3_G3C12_M,35.875,130.375
GR3_G3C14_C,35.725,130.375
GR3_G3C31_E,35.475,130.225
GR3_G3C31_R,35.325,130.125
GR3_G3E11_S,34.825,128.175
GR3_G3E12_N,34.875,128.425
GR3_G3E12_P,34.825,128.275
GR3_G3E13_H,34.675,128.125
GR3_G3E14_F,34.675,128.275
GR3_G3E14_V,34.525,128.325
GR3_G3E21_S,34.825,128.675
GR3_G3E22_H,34.925,128.875
GR3_G3E22_N,34.875,128.925
GR3_G3E23_Q,34.575,128.575
GR3_G3E23_Y,34.525,128.725
GR3_G3E24_E,34.725,128.975
GR3_G3E24_K,34.625,128.775
GR3_G3E24_P,34.575,128.775
GR3_G3E31_C,34.475,128.125
GR3_G3E32_I,34.425,128.425
GR3_G3E32_T,34.325,128.475
GR3_G3E33_N,34.125,128.175
GR3_G3E41_Y,34.275,128.725
GR3_G3E42_I,34.425,128.925
GR3_G3E42_O,34.375,128.975
GR3_G3F11_K,34.875,129.025
GR3_G3F11_M,34.875,129.125
GR3_G3F11_P,34.825,129.025
GR3_G3F11_U,34.775,129.025
GR3_G3F13_R,34.575,129.125
GR3_G3F22_B,34.975,129.825
GR3_G3F23_A,34.725,129.525
GR3_G3F24_Y,34.525,129.975
GR3_G3F31_A,34.475,129.025
GR3_G3F34_T,34.075,129.475
GR3_G3G13_U,34.525,130.025
GR3_G3I11_J,33.925,128.225
GR3_J2B11_K,31.875,125.025
GR3_F1L24_D,37.725,123.925
GR3_F1L34_C,37.225,123.375
GR3_F1L41_L,37.375,123.575
GR3_F1L42_K,37.375,123.775
GR3_F1L42_S,37.325,123.925
GR3_F1L44_G,37.175,123.825
GR3_F2I32_U,37.275,124.275
GR3_F2I33_A,37.225,124.025
GR3_F2I33_F,37.175,124.025
GR3_F2I33_T,37.075,124.225
GR3_F2I33_U,37.025,124.025
GR3_F2I43_F,37.175,124.525
GR3_F2J34_K,37.125,125.275
GR3_F2J34_L,37.125,125.325
GR3_F2J43_P,37.075,125.525
GR3_F2K23_K,37.625,126.525
GR3_F2K33_N,37.125,126.175
GR3_F2K34_O,37.125,126.475
GR3_F2K34_Q,37.075,126.325
GR3_F2K41_L,37.375,126.575
GR3_F2K43_A,37.225,126.525
GR3_F2K43_H,37.175,126.625
GR3_F2K43_N,37.125,126.675
GR3_F2N14_I,36.675,125.425
GR3_F2N34_V,36.025,125.325
GR3_F2N43_E,36.225,125.725
GR3_F2N44_C,36.225,125.875
GR3_F2N44_T,36.075,125.975
GR3_F2O11_R,36.825,126.125
GR3_F2O11_V,36.775,126.075
GR3_F2O13_B,36.725,126.075
GR3_F2O13_M,36.625,126.125
GR3_F2O32_T,36.325,126.475
GR3_F2O32_W,36.275,126.375
GR3_F4B12_A,35.975,125.275
GR3_F4B21_D,35.975,125.675
GR3_F4B22_G,35.925,125.825
GR3_F4B23_D,35.725,125.675
GR3_F4B23_L,35.625,125.575
GR3_F4B23_R,35.575,125.625
GR3_F4B41_E,35.475,125.725
GR3_F4B41_S,35.325,125.675
GR3_F4B41_T,35.325,125.725
GR3_F4B43_Q,35.075,125.575
GR3_F4C11_N,35.875,126.175
GR3_F4C11_S,35.825,126.175
GR3_F4C12_X,35.775,126.425
GR3_F4C14_P,35.575,126.275
GR3_F4C21_E,35.975,126.725
GR3_F4C31_L,35.375,126.075
GR3_F4E23_U,34.525,124.525
GR3_F4E23_W,34.525,124.625
GR3_F4E41_B,34.475,124.575
GR3_F4E42_U,34.275,124.775
GR3_F4F12_D,34.975,125.425
GR3_F4F14_M,34.625,125.375
GR3_F4F14_R,34.575,125.375
GR3_F4F21_H,34.925,125.625
GR3_F4F24_D,34.725,125.925
GR3_F4F24_S,34.575,125.925
GR3_F4F34_O,34.125,125.475
GR3_F4F42_T,34.325,125.975
GR3_F4F43_I,34.175,125.675
GR3_F4F43_O,34.125,125.725
GR3_F4F43_X,34.025,125.675
GR3_F4F44_D,34.225,125.925
GR3_F4G13_J,34.675,126.225
GR3_F4G31_G,34.425,126.075
GR3_F4G31_P,34.325,126.025
GR3_F4G32_E,34.475,126.475
GR3_F4G32_H,34.425,126.375
GR3_F4G32_I,34.425,126.425
GR3_F4G33_G,34.175,126.075
GR3_F4G33_I,34.175,126.175
GR3_F4G33_L,34.125,126.075
GR3_F4G33_X,34.025,126.175
GR3_F4G34_L,34.125,126.325
GR3_F4G34_Y,34.025,126.475
GR3_F4G42_W,34.275,126.875
GR3_F4G43_E,34.225,126.725
GR3_F4G43_U,34.025,126.525
GR3_F4G43_W,34.025,126.625
GR3_F4G44_N,34.125,126.925
GR3_F4H12_S,34.825,127.425
GR3_F4H12_Y,34.775,127.475
GR3_F4H13_E,34.725,127.225
GR3_F4H14_A,34.725,127.275
GR3_F4H14_D,34.725,127.425
GR3_F4H21_H,34.925,127.625
GR3_F4H21_U,34.775,127.525
GR3_F4H22_A,34.975,127.775
GR3_F4H22_J,34.925,127.975
GR3_F4H22_O,34.875,127.975
GR3_F4H23_F,34.675,127.525
GR3_F4H23_M,34.625,127.625
GR3_F4H23_T,34.575,127.725
GR3_F4H24_K,34.625,127.775
GR3_F4H24_X,34.525,127.925
GR3_F4H31_G,34.425,127.075
GR3_F4H31_H,34.425,127.125
GR3_F4H31_K,34.375,127.025
GR3_F4H31_P,34.325,127.025
GR3_F4H31_W,34.275,127.125
GR3_F4H32_C,34.475,127.375
GR3_F4H32_T,34.325,127.475
GR3_F4H33_T,34.075,127.225
GR3_F4H33_U,34.025,127.025
GR3_F4H34_Q,34.075,127.325
GR3_F4H41_L,34.375,127.575
GR3_F4H41_S,34.325,127.675
GR3_F4H42_H,34.425,127.875
GR3_F4H42_N,34.375,127.925
GR3_F4H43_D,34.225,127.675
GR3_F4H43_G,34.175,127.575
GR3_F4H44_I,34.175,127.925
GR3_F4I11_I,33.925,124.175
GR3_F4I12_K,33.875,124.275
GR3_F4I14_B,33.725,124.325
GR3_F4I14_D,33.725,124.425
GR3_F4I14_J,33.675,124.475
GR3_F4I14_N,33.625,124.425
GR3_F4I14_O,33.625,124.475
GR3_F4I22_B,33.975,124.825
GR3_F4I22_C,33.975,124.875
GR3_F4I22_O,33.875,124.975
GR3_F4I22_R,33.825,124.875
GR3_F4I22_X,33.775,124.925
GR3_F4I23_D,33.725,124.675
GR3_F4I23_J,33.675,124.725
GR3_F4I23_N,33.625,124.675
GR3_F4I24_S,33.575,124.925
GR3_F4I32_O,33.375,124.475
GR3_F4J13_L,33.625,125.075
GR3_F4J24_F,33.675,125.775
GR3_F4J24_H,33.675,125.875
GR3_F4J24_I,33.675,125.925
GR3_F4J24_J,33.675,125.975
GR3_F4J31_N,33.375,125.175
GR3_F4J32_T,33.325,125.475
GR3_F4J33_H,33.175,125.125
GR3_F4J33_J,33.175,125.225
GR3_F4J33_V,33.025,125.075
GR3_F4J34_C,33.225,125.375
GR3_F4J34_R,33.075,125.375
GR3_F4J34_T,33.075,125.475
GR3_F4J41_B,33.475,125.575
GR3_F4J41_D,33.475,125.675
GR3_F4J41_O,33.375,125.725
GR3_F4J41_V,33.275,125.575
GR3_F4J44_B,33.225,125.825
GR3_F4J44_V,33.025,125.825
GR3_F4K12_U,33.775,126.275
GR3_F4K13_U,33.525,126.025
GR3_F4K14_O,33.625,126.475
GR3_F4K14_R,33.575,126.375
GR3_F4K21_Q,33.825,126.575
GR3_F4K21_R,33.825,126.625
GR3_F4K22_D,33.975,126.925
GR3_F4K22_L,33.875,126.825
GR3_F4K22_P,33.825,126.775
GR3_F4K22_R,33.825,126.875
GR3_F4K22_S,33.825,126.925
GR3_F4K22_T,33.825,126.975
GR3_F4K23_F,33.675,126.525
GR3_F4K24_I,33.675,126.925
GR3_F4K24_M,33.625,126.875
GR3_F4K24_N,33.625,126.925
GR3_F4K31_B,33.475,126.075
GR3_F4K33_E,33.225,126.225
GR3_F4K44_B,33.225,126.825
GR3_F4L11_H,33.925,127.125
GR3_F4L11_Q,33.825,127.075
GR3_F4L11_S,33.825,127.175
GR3_F4L21_C,33.975,127.625
GR3_F4L21_L,33.875,127.575
GR3_F4L21_N,33.875,127.675
GR3_F4L22_N,33.875,127.925
GR3_F4L41_F,33.425,127.525
GR3_F4L42_O,33.375,127.975
GR3_F4L43_Q,33.075,127.575
GR3_F4N11_B,32.975,125.075
GR3_F4N11_G,32.925,125.075
GR3_F4N11_I,32.925,125.175
GR3_F4N12_D,32.975,125.425
GR3_F4N14_J,32.675,125.475
GR3_F4N14_Q,32.575,125.325
GR3_F4N21_I,32.925,125.675
GR3_F4N22_E,32.975,125.975
GR3_F4N32_V,32.275,125.325
GR3_F4N34_P,32.075,125.275
GR3_F4N42_A,32.475,125.775
GR3_F4N42_V,32.275,125.825
GR3_F4O12_E,32.975,126.475
GR3_F4O21_V,32.775,126.575
GR3_F4O22_K,32.875,126.775
GR3_F4O24_U,32.525,126.775
GR3_F4O33_E,32.225,126.225
GR3_F4O41_E,32.475,126.725
GR3_F4O43_F,32.175,126.525
GR3_F4P13_N,32.625,127.175
GR3_F4P13_R,32.575,127.125
GR3_F4P13_Y,32.525,127.225
GR3_F4P21_M,32.875,127.625
GR3_F4P21_T,32.825,127.725
GR3_F4P23_C,32.725,127.625
GR3_F4P31_H,32.425,127.125
GR3_G1J34_T,37.075,129.475
GR3_G1J34_X,37.025,129.425
GR3_G1K12_V,37.775,130.325
GR3_G1L12_V,37.775,131.325
GR3_G1L34_U,37.025,131.275
GR3_G1N12_T,36.825,129.475
GR3_G1N21_P,36.825,129.525
GR3_G1N21_U,36.775,129.525
GR3_G1N24_H,36.675,129.875
GR3_G1N24_U,36.525,129.775
GR3_G1N34_D,36.225,129.425
GR3_G1N34_H,36.175,129.375
GR3_G1N43_N,36.125,129.675
GR3_G1N43_S,36.075,129.675
GR3_G1N43_V,36.025,129.575
GR3_G1O11_T,36.825,130.225
GR3_G1O11_X,36.775,130.175
GR3_G1O11_Y,36.775,130.225
GR3_G1O12_P,36.825,130.275
GR3_G1O13_D,36.725,130.175
GR3_G3A34_T,35.075,128.475
GR3_G3A43_O,35.125,128.725
GR3_G3A43_S,35.075,128.675
GR3_G3A44_Y,35.025,128.975
GR3_G3B14_T,35.575,129.475
GR3_G3B22_J,35.925,129.975
GR3_G3B23_H,35.675,129.625
GR3_G3B23_M,35.625,129.625
GR3_G3B24_D,35.725,129.925
GR3_G3B24_E,35.725,129.975
GR3_G3B33_I,35.175,129.175
GR3_G3B33_N,35.125,129.175
GR3_G3B33_X,35.025,129.175
GR3_G3B34_J,35.175,129.475
GR3_G3B34_Q,35.075,129.325
GR3_G3B34_R,35.075,129.375
GR3_G3B34_S,35.075,129.425
GR3_G3B34_U,35.025,129.275
GR3_G3B41_A,35.475,129.525
GR3_G3B41_B,35.475,129.575
GR3_G3B41_F,35.425,129.525
GR3_G3B41_J,35.425,129.725
GR3_G3B41_Q,35.325,129.575
GR3_G3B41_Y,35.275,129.725
GR3_G3B42_P,35.325,129.775
GR3_G3B42_U,35.275,129.775
GR3_G3B42_Y,35.275,129.975
GR3_G3B43_N,35.125,129.675
GR3_G3C11_M,35.875,130.125
GR3_G3C11_Q,35.825,130.075
GR3_G3C11_Y,35.775,130.225
GR3_G3C12_L,35.875,130.325
GR3_G3C14_A,35.725,130.275
GR3_G3C14_B,35.725,130.325
GR3_G3C33_G,35.175,130.075
GR3_G3E11_K,34.875,128.025
GR3_G3E11_Q,34.825,128.075
GR3_G3E12_I,34.925,128.425
GR3_G3E13_D,34.725,128.175
GR3_G3E13_U,34.525,128.025
GR3_G3E13_Y,34.525,128.225
GR3_G3E14_C,34.725,128.375
GR3_G3E14_N,34.625,128.425
GR3_G3E14_O,34.625,128.475
GR3_G3E22_D,34.975,128.925
GR3_G3E22_L,34.875,128.825
GR3_G3E22_P,34.825,128.775
GR3_G3E22_T,34.825,128.975
GR3_G3E22_Y,34.775,128.975
GR3_G3E23_O,34.625,128.725
GR3_G3E24_C,34.725,128.875
GR3_G3E24_F,34.675,128.775
GR3_G3E24_I,34.675,128.925
GR3_G3E24_N,34.625,128.925
GR3_G3E24_V,34.525,128.825
GR3_G3E24_W,34.525,128.875
GR3_G3E31_G,34.425,128.075
GR3_G3E31_H,34.425,128.125
GR3_G3E31_J,34.425,128.225
GR3_G3E31_K,34.375,128.025
GR3_G3E31_N,34.375,128.175
GR3_G3E32_C,34.475,128.375
GR3_G3E32_H,34.425,128.375
GR3_G3E33_G,34.175,128.075
GR3_G3E33_H,34.175,128.125
GR3_G3E33_M,34.125,128.125
GR3_G3E41_S,34.325,128.675
GR3_G3E41_U,34.275,128.525
GR3_G3E42_A,34.475,128.775
GR3_G3E42_K,34.375,128.775
GR3_G3E43_D,34.225,128.675
GR3_G3F11_C,34.975,129.125
GR3_G3F11_Q,34.825,129.075
GR3_G3F11_Y,34.775,129.225
GR3_G3F12_E,34.975,129.475
GR3_G3F12_P,34.825,129.275
GR3_G3F23_G,34.675,129.575
GR3_G3F24_T,34.575,129.975
GR3_G3F34_W,34.025,129.375
GR3_G3F42_P,34.325,129.775
GR3_G3G13_H,34.675,130.125
GR3_G3G31_B,34.475,130.075
GR3_G3I11_I,33.925,128.175
GR3_G3I31_C,33.475,128.125
GR3_G3J21_E,33.975,129.725
GR3_J2B11_A,31.975,125.025
GR3_F1L14_W,37.525,123.375
GR3_F1L22_I,37.925,123.925
GR3_F1L22_X,37.775,123.925
GR3_F1L24_M,37.625,123.875
GR3_F1L24_X,37.525,123.925
GR3_F1L32_W,37.275,123.375
GR3_F1L34_D,37.225,123.425
GR3_F1L34_I,37.175,123.425
GR3_F1L41_Q,37.325,123.575
GR3_F1L43_A,37.225,123.525
GR3_F1L43_E,37.225,123.725
GR3_F1L44_C,37.225,123.875
GR3_F2I21_T,37.825,124.725
GR3_F2I24_Q,37.575,124.825
GR3_F2I31_P,37.325,124.025
GR3_F2I31_Q,37.325,124.075
GR3_F2I32_V,37.275,124.325
GR3_F2I34_E,37.225,124.475
GR3_F2I34_J,37.175,124.475
GR3_F2I34_T,37.075,124.475
GR3_F2I43_G,37.175,124.575
GR3_F2I44_M,37.125,124.875
GR3_F2J31_G,37.425,125.075
GR3_F2J31_H,37.425,125.125
GR3_F2J31_M,37.375,125.125
GR3_F2J32_P,37.325,125.275
GR3_F2J33_N,37.125,125.175
GR3_F2J43_G,37.175,125.575
GR3_F2J43_N,37.125,125.675
GR3_F2J44_V,37.025,125.825
GR3_F2K14_Y,37.525,126.475
GR3_F2K32_Q,37.325,126.325
GR3_F2K32_R,37.325,126.375
GR3_F2K32_X,37.275,126.425
GR3_F2K33_V,37.025,126.075
GR3_F2K34_H,37.175,126.375
GR3_F2K34_M,37.125,126.375
GR3_F2K34_N,37.125,126.425
GR3_F2K41_U,37.275,126.525
GR3_F2K43_P,37.075,126.525
GR3_F2K43_W,37.025,126.625
GR3_F2M22_O,36.875,124.975
GR3_F2N14_S,36.575,125.425
GR3_F2N21_V,36.775,125.575
GR3_F2N23_D,36.725,125.675
GR3_F2N24_H,36.675,125.875
GR3_F2N24_P,36.575,125.775
GR3_F2N32_E,36.475,125.475
GR3_F2N32_G,36.425,125.325
GR3_F2N32_M,36.375,125.375
GR3_F2N34_Q,36.075,125.325
GR3_F2N41_H,36.425,125.625
GR3_F2N41_N,36.375,125.675
GR3_F2N41_O,36.375,125.725
GR3_F2N41_T,36.325,125.725
GR3_F2N42_D,36.475,125.925
GR3_F2N42_E,36.475,125.975
GR3_F2N42_I,36.425,125.925
GR3_F2N42_X,36.275,125.925
GR3_F2O11_C,36.975,126.125
GR3_F2O11_P,36.825,126.025
GR3_F2O13_J,36.675,126.225
GR3_F2O14_M,36.625,126.375
GR3_F2O31_E,36.475,126.225
GR3_F2O32_F,36.425,126.275
GR3_F2O32_I,36.425,126.425
GR3_F2O32_L,36.375,126.325
GR3_F2O34_I,36.175,126.425
GR3_F2O34_R,36.075,126.375
GR3_F2O43_F,36.175,126.525
GR3_F2O43_V,36.025,126.575
GR3_F4A42_W,35.275,124.875
GR3_F4A44_J,35.175,124.975
GR3_F4A44_K,35.125,124.775
GR3_F4A44_O,35.125,124.975
GR3_F4B13_X,35.525,125.175
GR3_F4B21_F,35.925,125.525
GR3_F4B21_N,35.875,125.675
GR3_F4B21_Q,35.825,125.575
GR3_F4B21_T,35.825,125.725
GR3_F4B22_B,35.975,125.825
GR3_F4B22_F,35.925,125.775
GR3_F4B23_E,35.725,125.725
GR3_F4B23_I,35.675,125.675
GR3_F4B23_K,35.625,125.525
GR3_F4B23_M,35.625,125.625
GR3_F4B24_Q,35.575,125.825
GR3_F4B24_U,35.525,125.775
GR3_F4B31_T,35.325,125.225
GR3_F4B32_L,35.375,125.325
GR3_F4B33_F,35.175,125.025
GR3_F4B33_K,35.125,125.025
GR3_F4B33_V,35.025,125.075
GR3_F4B34_S,35.075,125.425
GR3_F4B34_U,35.025,125.275
GR3_F4B41_A,35.475,125.525
GR3_F4B41_B,35.475,125.575
GR3_F4B41_C,35.475,125.625
GR3_F4B41_G,35.425,125.575
GR3_F4B41_L,35.375,125.575
GR3_F4B41_M,35.375,125.625
GR3_F4B41_O,35.375,125.725
GR3_F4B41_R,35.325,125.625
GR3_F4B41_W,35.275,125.625
GR3_F4B41_Y,35.275,125.725
GR3_F4B43_C,35.225,125.625
GR3_F4B43_D,35.225,125.675
GR3_F4B43_G,35.175,125.575
GR3_F4B43_I,35.175,125.675
GR3_F4B43_L,35.125,125.575
GR3_F4B44_S,35.075,125.925
GR3_F4C11_G,35.925,126.075
GR3_F4C12_Y,35.775,126.475
GR3_F4C13_E,35.725,126.225
GR3_F4C13_J,35.675,126.225
GR3_F4C14_N,35.625,126.425
GR3_F4C34_H,35.175,126.375
GR3_F4E21_S,34.825,124.675
GR3_F4E23_P,34.575,124.525
GR3_F4E23_V,34.525,124.575
GR3_F4E24_X,34.525,124.925
GR3_F4E32_L,34.375,124.325
GR3_F4E32_O,34.375,124.475
GR3_F4E34_N,34.125,124.425
GR3_F4E41_A,34.475,124.525
GR3_F4E41_F,34.425,124.525
GR3_F4E41_H,34.425,124.625
GR3_F4E41_O,34.375,124.725
GR3_F4E41_Y,34.275,124.725
GR3_F4E42_A,34.475,124.775
GR3_F4E42_O,34.375,124.975
GR3_F4E42_Q,34.325,124.825
GR3_F4E43_E,34.225,124.725
GR3_F4E43_H,34.175,124.625
GR3_F4E43_L,34.125,124.575
GR3_F4E43_P,34.075,124.525
GR3_F4E44_A,34.225,124.775
GR3_F4E44_C,34.225,124.875
GR3_F4E44_O,34.125,124.975
GR3_F4E44_V,34.025,124.825
GR3_F4E44_X,34.025,124.925
GR3_F4F11_H,34.925,125.125
GR3_F4F11_N,34.875,125.175
GR3_F4F14_L,34.625,125.325
GR3_F4F21_O,34.875,125.725
GR3_F4F22_P,34.825,125.775
GR3_F4F22_V,34.775,125.825
GR3_F4F23_W,34.525,125.625
GR3_F4F24_H,34.675,125.875
GR3_F4F24_Y,34.525,125.975
GR3_F4F31_F,34.425,125.025
GR3_F4F31_J,34.425,125.225
GR3_F4F31_P,34.325,125.025
GR3_F4F31_Q,34.325,125.075
GR3_F4F31_S,34.325,125.175
GR3_F4F31_U,34.275,125.025
GR3_F4F33_W,34.025,125.125
GR3_F4F34_G,34.175,125.325
GR3_F4F43_K,34.125,125.525
GR3_F4F43_R,34.075,125.625
GR3_F4F44_Q,34.075,125.825
GR3_F4F44_S,34.075,125.925
GR3_F4F44_V,34.025,125.825
GR3_F4G11_B,34.975,126.075
GR3_F4G11_H,34.925,126.125
GR3_F4G11_R,34.825,126.125
GR3_F4G11_T,34.825,126.225
GR3_F4G13_K,34.625,126.025
GR3_F4G13_O,34.625,126.225
GR3_F4G13_Q,34.575,126.075
GR3_F4G13_W,34.525,126.125
GR3_F4G14_W,34.525,126.375
GR3_F4G31_A,34.475,126.025
GR3_F4G31_F,34.425,126.025
GR3_F4G31_Q,34.325,126.075
GR3_F4G31_X,34.275,126.175
GR3_F4G32_O,34.375,126.475
GR3_F4G32_R,34.325,126.375
GR3_F4G33_D,34.225,126.175
GR3_F4G33_W,34.025,126.125
GR3_F4G42_V,34.275,126.825
GR3_F4G43_I,34.175,126.675
GR3_F4G43_M,34.125,126.625
GR3_F4G43_V,34.025,126.575
GR3_F4G44_R,34.075,126.875
GR3_F4H14_U,34.525,127.275
GR3_F4H22_N,34.875,127.925
GR3_F4H22_Q,34.825,127.825
GR3_F4H23_I,34.675,127.675
GR3_F4H23_S,34.575,127.675
GR3_F4H24_D,34.725,127.925
GR3_F4H24_F,34.675,127.775
GR3_F4H24_G,34.675,127.825
GR3_F4H24_P,34.575,127.775
GR3_F4H31_C,34.475,127.125
GR3_F4H31_O,34.375,127.225
GR3_F4H31_Y,34.275,127.225
GR3_F4H32_M,34.375,127.375
GR3_F4H32_U,34.275,127.275
GR3_F4H33_S,34.075,127.175
GR3_F4H34_D,34.225,127.425
GR3_F4H34_V,34.025,127.325
GR3_F4H34_Y,34.025,127.475
GR3_F4H41_J,34.425,127.725
GR3_F4H42_M,34.375,127.875
GR3_F4H42_X,34.275,127.925
GR3_F4H43_C,34.225,127.625
GR3_F4H43_K,34.125,127.525
GR3_F4H43_U,34.025,127.525
GR3_F4H44_R,34.075,127.875
GR3_F4I11_G,33.925,124.075
GR3_F4I11_J,33.925,124.225
GR3_F4I12_A,33.975,124.275
GR3_F4I12_H,33.925,124.375
GR3_F4I12_N,33.875,124.425
GR3_F4I12_S,33.825,124.425
GR3_F4I12_W,33.775,124.375
GR3_F4I14_M,33.625,124.375
GR3_F4I21_D,33.975,124.675
GR3_F4I21_G,33.925,124.575
GR3_F4I21_N,33.875,124.675
GR3_F4I21_S,33.825,124.675
GR3_F4I21_Y,33.775,124.725
GR3_F4I22_S,33.825,124.925
GR3_F4I23_E,33.725,124.725
GR3_F4I23_G,33.675,124.575
GR3_F4I23_W,33.525,124.625
GR3_F4I24_E,33.725,124.975
GR3_F4I24_W,33.525,124.875
GR3_F4I32_S,33.325,124.425
GR3_F4I41_P,33.325,124.525
GR3_F4I42_E,33.475,124.975
GR3_F4I42_O,33.375,124.975
GR3_F4I43_B,33.225,124.575
GR3_F4I43_H,33.175,124.625
GR3_F4J11_L,33.875,125.075
GR3_F4J11_P,33.825,125.025
GR3_F4J11_V,33.775,125.075
GR3_F4J12_L,33.875,125.325
GR3_F4J12_N,33.875,125.425
GR3_F4J13_C,33.725,125.125
GR3_F4J13_X,33.525,125.175
GR3_F4J14_P,33.575,125.275
GR3_F4J14_V,33.525,125.325
GR3_F4J23_C,33.725,125.625
GR3_F4J23_D,33.725,125.675
GR3_F4J23_I,33.675,125.675
GR3_F4J31_F,33.425,125.025
GR3_F4J31_L,33.375,125.075
GR3_F4J31_V,33.275,125.075
GR3_F4J32_C,33.475,125.375
GR3_F4J32_O,33.375,125.475
GR3_F4J32_Y,33.275,125.475
GR3_F4J34_A,33.225,125.275
GR3_F4J34_Q,33.075,125.325
GR3_F4J41_M,33.375,125.625
GR3_F4J41_Q,33.325,125.575
GR3_F4J41_Y,33.275,125.725
GR3_F4J42_A,33.475,125.775
GR3_F4J42_K,33.375,125.775
GR3_F4J44_F,33.175,125.775
GR3_F4K11_J,33.925,126.225
GR3_F4K11_Y,33.775,126.225
GR3_F4K12_N,33.875,126.425
GR3_F4K13_H,33.675,126.125
GR3_F4K13_J,33.675,126.225
GR3_F4K14_F,33.675,126.275
GR3_F4K21_P,33.825,126.525
GR3_F4K21_V,33.775,126.575
GR3_F4K21_Y,33.775,126.725
