Grid_ID,Latitude,Longitude,Ship_Count,Density,어선,여객선,화물선,유조선,예인선,수상레저기구,기타선,avg_speed,avg_dir
GR3_G3C12_M,35.875,130.375,5,0.3,2,0,0,0,0,0,3,0.0,0.0
GR3_G3C14_C,35.725,130.375,5,0.19,5,0,0,0,0,0,0,0.0,0.0
GR3_G3C31_E,35.475,130.225,5,0.25,2,0,0,0,0,0,3,0.0,0.0
GR3_G3C31_R,35.325,130.125,5,0.64,3,0,0,0,0,0,2,0.0,0.0
GR3_G3E11_S,34.825,128.175,5,0.04,4,0,0,0,0,1,0,0.0,0.0
GR3_G3E12_N,34.875,128.425,5,0.17,5,0,0,0,0,0,0,0.0,0.0
GR3_G3E12_P,34.825,128.275,5,0.07,2,0,0,0,0,3,0,16.975979052823316,231.3921903460838
GR3_G3E13_H,34.675,128.125,5,6.13,0,0,2,3,0,0,0,0.0,0.0
GR3_G3E14_F,34.675,128.275,5,0.09,5,0,0,0,0,0,0,22.096880692167577,194.47210837887067
GR3_G3E14_V,34.525,128.325,5,1.69,2,0,3,0,0,0,0,0.0,0.0
GR3_G3E21_S,34.825,128.675,5,0.22,5,0,0,0,0,0,0,0.0,0.0
GR3_G3E22_H,34.925,128.875,5,32.7,3,0,2,0,0,0,0,0.0,0.0
GR3_G3E22_N,34.875,128.925,5,3.6,1,0,1,3,0,0,0,0.0,0.0
GR3_G3E23_Q,34.575,128.575,5,0.53,2,0,0,0,0,0,3,0.0,0.0
GR3_G3E23_Y,34.525,128.725,5,0.48,2,0,0,0,0,1,2,0.0,0.0
GR3_G3E24_E,34.725,128.975,5,5.76,3,0,0,2,0,0,0,0.0,0.0
GR3_G3E24_K,34.625,128.775,5,3.76,0,0,0,2,0,0,3,0.0,0.0
GR3_G3E24_P,34.575,128.775,5,21.72,0,0,0,3,0,0,2,26.966188524590162,132.73998178506375
GR3_G3E31_C,34.475,128.125,5,16.09,0,0,2,2,0,0,1,0.0,0.0
GR3_G3E32_I,34.425,128.425,5,25.26,0,0,2,3,0,0,0,0.0,0.0
GR3_G3E32_T,34.325,128.475,5,2.39,2,0,3,0,0,0,0,0.0,0.0
GR3_G3E33_N,34.125,128.175,5,15.32,0,0,2,3,0,0,0,0.0,0.0
GR3_G3E41_Y,34.275,128.725,5,42.47,0,0,4,1,0,0,0,0.0,0.0
GR3_G3E42_I,34.425,128.925,5,14.84,0,0,3,2,0,0,0,0.0,0.0
GR3_G3E42_O,34.375,128.975,5,31.18,0,0,3,2,0,0,0,0.0,0.0
GR3_G3F11_K,34.875,129.025,5,4.64,1,0,1,3,0,0,0,0.0,0.0
GR3_G3F11_M,34.875,129.125,5,4.39,0,0,1,3,0,0,1,0.0,0.0
GR3_G3F11_P,34.825,129.025,5,14.61,1,0,3,0,0,0,1,0.0,0.0
GR3_G3F11_U,34.775,129.025,5,2.97,4,0,0,0,0,0,1,0.0,0.0
GR3_G3F13_R,34.575,129.125,5,41.16,0,0,5,0,0,0,0,26.212659380692166,109.5629553734062
GR3_G3F22_B,34.975,129.825,5,10.49,0,0,2,3,0,0,0,24.35917577413479,141.23076047358833
GR3_G3F23_A,34.725,129.525,5,0.49,5,0,0,0,0,0,0,0.0,0.0
GR3_G3F24_Y,34.525,129.975,5,17.73,0,3,2,0,0,0,0,0.0,0.0
GR3_G3F31_A,34.475,129.025,5,36.26,0,0,2,3,0,0,0,0.0,0.0
GR3_G3F34_T,34.075,129.475,5,27.34,0,0,2,3,0,0,0,28.881375227686704,122.00455373406193
GR3_G3G13_U,34.525,130.025,5,10.49,0,3,2,0,0,0,0,0.0,0.0
GR3_G3I11_J,33.925,128.225,5,19.92,0,0,3,2,0,0,0,0.0,0.0
GR3_J2B11_K,31.875,125.025,5,2.81,3,0,2,0,0,0,0,0.0,0.0
GR3_F1L24_D,37.725,123.925,4,8.26,0,0,3,0,0,0,1,0.0,0.0
GR3_F1L34_C,37.225,123.375,4,33.88,0,0,3,0,0,0,1,0.0,0.0
GR3_F1L41_L,37.375,123.575,4,16.32,0,0,3,1,0,0,0,0.0,0.0
GR3_F1L42_K,37.375,123.775,4,22.7,0,2,2,0,0,0,0,0.0,0.0
GR3_F1L42_S,37.325,123.925,4,11.44,0,2,0,0,0,0,2,0.0,0.0
GR3_F1L44_G,37.175,123.825,4,0.89,4,0,0,0,0,0,0,0.0,0.0
GR3_F2I32_U,37.275,124.275,4,11.01,0,0,1,3,0,0,0,0.0,0.0
GR3_F2I33_A,37.225,124.025,4,40.79,0,0,2,2,0,0,0,0.0,0.0
GR3_F2I33_F,37.175,124.025,4,40.76,0,0,2,2,0,0,0,0.0,0.0
GR3_F2I33_T,37.075,124.225,4,12.57,0,0,0,4,0,0,0,0.0,0.0
GR3_F2I33_U,37.025,124.025,4,36.35,0,0,4,0,0,0,0,0.0,0.0
GR3_F2I43_F,37.175,124.525,4,22.61,0,2,2,0,0,0,0,0.0,0.0
GR3_F2J34_K,37.125,125.275,4,9.62,0,2,2,0,0,0,0,0.0,0.0
GR3_F2J34_L,37.125,125.325,4,9.62,0,2,2,0,0,0,0,0.0,0.0
GR3_F2J43_P,37.075,125.525,4,2.4,0,0,2,0,0,0,2,59.98781876138433,168.45081967213116
GR3_F2K23_K,37.625,126.525,4,0.19,4,0,0,0,0,0,0,0.0,0.0
GR3_F2K33_N,37.125,126.175,4,5.87,0,0,4,0,0,0,0,0.0,0.0
GR3_F2K34_O,37.125,126.475,4,3.06,0,0,4,0,0,0,0,56.548269581056466,163.1773679417122
GR3_F2K34_Q,37.075,126.325,4,1.57,0,0,2,2,0,0,0,0.0,0.0
GR3_F2K41_L,37.375,126.575,4,2.93,0,0,1,0,1,0,2,0.0,0.0
GR3_F2K43_A,37.225,126.525,4,0.09,4,0,0,0,0,0,0,0.0,0.0
GR3_F2K43_H,37.175,126.625,4,0.05,3,0,0,0,0,1,0,0.0,0.0
GR3_F2K43_N,37.125,126.675,4,0.22,0,0,1,0,1,0,2,27.72893897996357,202.1888661202186
GR3_F2N14_I,36.675,125.425,4,31.82,0,0,1,3,0,0,0,0.0,0.0
GR3_F2N34_V,36.025,125.325,4,0.36,0,0,0,0,0,0,4,0.0,0.0
GR3_F2N43_E,36.225,125.725,4,0.15,4,0,0,0,0,0,0,0.0,0.0
GR3_F2N44_C,36.225,125.875,4,3.19,0,0,0,2,0,0,2,0.0,0.0
GR3_F2N44_T,36.075,125.975,4,5.94,0,0,0,4,0,0,0,0.0,0.0
GR3_F2O11_R,36.825,126.125,4,3.46,2,0,0,0,2,0,0,71.81363843351548,120.08321948998179
GR3_F2O11_V,36.775,126.075,4,3.45,2,0,0,0,2,0,0,0.0,0.0
GR3_F2O13_B,36.725,126.075,4,2.37,2,0,0,0,2,0,0,0.0,0.0
GR3_F2O13_M,36.625,126.125,4,0.0,0,0,0,0,0,0,4,0.0,0.0
GR3_F2O32_T,36.325,126.475,4,2.48,3,0,1,0,0,0,0,0.0,0.0
GR3_F2O32_W,36.275,126.375,4,0.09,1,0,0,0,0,0,3,0.0,0.0
GR3_F4B12_A,35.975,125.275,4,0.31,0,0,0,0,0,0,4,33.96607468123862,148.32855191256832
GR3_F4B21_D,35.975,125.675,4,0.25,4,0,0,0,0,0,0,0.0,0.0
GR3_F4B22_G,35.925,125.825,4,4.44,0,0,2,2,0,0,0,0.0,0.0
GR3_F4B23_D,35.725,125.675,4,22.03,0,0,4,0,0,0,0,0.0,0.0
GR3_F4B23_L,35.625,125.575,4,10.08,0,0,2,0,0,0,2,0.0,0.0
GR3_F4B23_R,35.575,125.625,4,7.14,0,0,2,2,0,0,0,0.0,0.0
GR3_F4B41_E,35.475,125.725,4,10.87,0,0,4,0,0,0,0,0.0,0.0
GR3_F4B41_S,35.325,125.675,4,14.48,0,0,2,2,0,0,0,0.0,0.0
GR3_F4B41_T,35.325,125.725,4,3.95,3,0,1,0,0,0,0,0.0,0.0
GR3_F4B43_Q,35.075,125.575,4,13.59,0,0,1,3,0,0,0,0.0,0.0
GR3_F4C11_N,35.875,126.175,4,0.19,0,0,2,0,0,0,2,0.0,0.0
GR3_F4C11_S,35.825,126.175,4,0.87,0,0,0,0,4,0,0,37.91495901639344,154.68431238615665
GR3_F4C12_X,35.775,126.425,4,0.07,2,0,0,0,0,1,1,0.0,0.0
GR3_F4C14_P,35.575,126.275,4,2.95,1,0,0,0,0,0,3,0.0,0.0
GR3_F4C21_E,35.975,126.725,4,0.67,4,0,0,0,0,0,0,0.0,0.0
GR3_F4C31_L,35.375,126.075,4,0.44,4,0,0,0,0,0,0,0.0,0.0
GR3_F4E23_U,34.525,124.525,4,12.33,1,0,0,2,0,0,1,0.0,0.0
GR3_F4E23_W,34.525,124.625,4,36.11,1,0,3,0,0,0,0,0.0,0.0
GR3_F4E41_B,34.475,124.575,4,37.0,0,0,2,2,0,0,0,0.0,0.0
GR3_F4E42_U,34.275,124.775,4,25.6,0,0,4,0,0,0,0,0.0,0.0
GR3_F4F12_D,34.975,125.425,4,0.64,2,0,0,0,0,0,2,0.0,0.0
GR3_F4F14_M,34.625,125.375,4,4.62,0,0,1,0,3,0,0,0.0,0.0
GR3_F4F14_R,34.575,125.375,4,6.08,0,0,3,0,1,0,0,0.0,0.0
GR3_F4F21_H,34.925,125.625,4,15.74,0,0,2,2,0,0,0,63.19068761384335,109.57194899817851
GR3_F4F24_D,34.725,125.925,4,1.02,2,1,0,0,0,0,1,0.0,0.0
GR3_F4F24_S,34.575,125.925,4,2.87,0,0,2,0,2,0,0,0.0,0.0
GR3_F4F34_O,34.125,125.475,4,16.34,0,0,4,0,0,0,0,0.0,0.0
GR3_F4F42_T,34.325,125.975,4,0.06,0,0,0,0,0,0,4,0.0,0.0
GR3_F4F43_I,34.175,125.675,4,14.24,0,0,4,0,0,0,0,0.0,0.0
GR3_F4F43_O,34.125,125.725,4,23.24,0,0,4,0,0,0,0,0.0,0.0
GR3_F4F43_X,34.025,125.675,4,15.7,0,0,4,0,0,0,0,42.0851548269581,221.0158242258652
GR3_F4F44_D,34.225,125.925,4,4.1,1,0,3,0,0,0,0,0.0,0.0
GR3_F4G13_J,34.675,126.225,4,9.17,0,2,2,0,0,0,0,0.0,0.0
GR3_F4G31_G,34.425,126.075,4,2.01,0,0,3,0,0,0,1,0.0,0.0
GR3_F4G31_P,34.325,126.025,4,1.6,0,2,1,0,0,0,1,0.0,0.0
GR3_F4G32_E,34.475,126.475,4,0.03,4,0,0,0,0,0,0,0.0,0.0
GR3_F4G32_H,34.425,126.375,4,0.08,4,0,0,0,0,0,0,0.0,0.0
GR3_F4G32_I,34.425,126.425,4,0.05,4,0,0,0,0,0,0,0.0,0.0
GR3_F4G33_G,34.175,126.075,4,8.34,0,0,4,0,0,0,0,0.0,0.0
GR3_F4G33_I,34.175,126.175,4,5.05,0,0,4,0,0,0,0,0.0,0.0
GR3_F4G33_L,34.125,126.075,4,8.71,0,0,4,0,0,0,0,0.0,0.0
GR3_F4G33_X,34.025,126.175,4,4.74,0,0,3,0,0,0,1,0.0,0.0
GR3_F4G34_L,34.125,126.325,4,6.32,2,0,0,2,0,0,0,0.0,0.0
GR3_F4G34_Y,34.025,126.475,4,9.97,0,0,4,0,0,0,0,0.0,0.0
GR3_F4G42_W,34.275,126.875,4,6.11,0,0,4,0,0,0,0,39.55578324225865,178.0077413479053
GR3_F4G43_E,34.225,126.725,4,0.07,1,0,1,0,0,0,2,45.283128415300546,190.36828324225866
GR3_F4G43_U,34.025,126.525,4,9.97,0,0,4,0,0,0,0,0.0,0.0
GR3_F4G43_W,34.025,126.625,4,7.18,0,0,2,2,0,0,0,0.0,0.0
GR3_F4G44_N,34.125,126.925,4,7.9,0,0,2,2,0,0,0,0.0,0.0
GR3_F4H12_S,34.825,127.425,4,0.1,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H12_Y,34.775,127.475,4,0.08,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H13_E,34.725,127.225,4,0.1,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H14_A,34.725,127.275,4,0.07,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H14_D,34.725,127.425,4,0.07,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H21_H,34.925,127.625,4,20.57,1,0,0,1,0,1,1,0.0,0.0
GR3_F4H21_U,34.775,127.525,4,0.21,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H22_A,34.975,127.775,4,0.1,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H22_J,34.925,127.975,4,0.03,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H22_O,34.875,127.975,4,0.13,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H23_F,34.675,127.525,4,0.14,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H23_M,34.625,127.625,4,0.38,3,1,0,0,0,0,0,0.0,0.0
GR3_F4H23_T,34.575,127.725,4,1.22,2,1,1,0,0,0,0,0.0,0.0
GR3_F4H24_K,34.625,127.775,4,0.2,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H24_X,34.525,127.925,4,10.15,2,0,0,2,0,0,0,18.316712204007285,169.46470856102005
GR3_F4H31_G,34.425,127.075,4,0.04,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H31_H,34.425,127.125,4,0.03,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H31_K,34.375,127.025,4,0.04,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H31_P,34.325,127.025,4,0.07,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H31_W,34.275,127.125,4,0.05,3,0,0,0,0,0,1,0.0,0.0
GR3_F4H32_C,34.475,127.375,4,0.07,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H32_T,34.325,127.475,4,1.3,2,0,0,1,0,1,0,0.0,0.0
GR3_F4H33_T,34.075,127.225,4,14.77,0,0,4,0,0,0,0,0.0,0.0
GR3_F4H33_U,34.025,127.025,4,0.79,4,0,0,0,0,0,0,0.0,0.0
GR3_F4H34_Q,34.075,127.325,4,16.77,0,0,4,0,0,0,0,0.0,0.0
GR3_F4H41_L,34.375,127.575,4,1.41,0,0,0,2,2,0,0,0.0,0.0
GR3_F4H41_S,34.325,127.675,4,10.12,0,1,1,2,0,0,0,0.0,0.0
GR3_F4H42_H,34.425,127.875,4,7.71,0,3,0,0,0,0,1,0.0,0.0
GR3_F4H42_N,34.375,127.925,4,19.23,0,0,0,4,0,0,0,0.0,0.0
GR3_F4H43_D,34.225,127.675,4,8.95,0,0,4,0,0,0,0,0.0,0.0
GR3_F4H43_G,34.175,127.575,4,5.73,0,0,3,1,0,0,0,0.0,0.0
GR3_F4H44_I,34.175,127.925,4,5.96,0,0,0,4,0,0,0,0.0,0.0
GR3_F4I11_I,33.925,124.175,4,0.76,4,0,0,0,0,0,0,0.0,0.0
GR3_F4I12_K,33.875,124.275,4,1.27,4,0,0,0,0,0,0,0.0,0.0
GR3_F4I14_B,33.725,124.325,4,2.18,4,0,0,0,0,0,0,0.0,0.0
GR3_F4I14_D,33.725,124.425,4,1.07,4,0,0,0,0,0,0,0.0,0.0
GR3_F4I14_J,33.675,124.475,4,1.03,4,0,0,0,0,0,0,0.0,0.0
GR3_F4I14_N,33.625,124.425,4,1.0,4,0,0,0,0,0,0,0.0,0.0
GR3_F4I14_O,33.625,124.475,4,1.0,4,0,0,0,0,0,0,0.0,0.0
GR3_F4I22_B,33.975,124.825,4,12.68,0,0,0,1,0,0,3,0.0,0.0
GR3_F4I22_C,33.975,124.875,4,4.25,0,0,2,0,0,0,2,0.0,0.0
GR3_F4I22_O,33.875,124.975,4,15.74,1,0,3,0,0,0,0,0.0,0.0
GR3_F4I22_R,33.825,124.875,4,21.1,1,0,3,0,0,0,0,0.0,0.0
GR3_F4I22_X,33.775,124.925,4,21.09,1,0,3,0,0,0,0,0.0,0.0
GR3_F4I23_D,33.725,124.675,4,0.43,2,0,0,0,0,0,2,0.0,0.0
GR3_F4I23_J,33.675,124.725,4,0.0,0,0,0,0,0,0,4,0.0,0.0
GR3_F4I23_N,33.625,124.675,4,0.65,1,0,0,0,0,2,1,0.0,0.0
GR3_F4I24_S,33.575,124.925,4,1.21,4,0,0,0,0,0,0,0.0,0.0
GR3_F4I32_O,33.375,124.475,4,33.92,1,0,3,0,0,0,0,0.0,0.0
GR3_F4J13_L,33.625,125.075,4,0.67,2,0,0,0,0,0,2,0.0,0.0
GR3_F4J24_F,33.675,125.775,4,0.4,2,0,0,0,0,0,2,0.0,0.0
GR3_F4J24_H,33.675,125.875,4,0.41,4,0,0,0,0,0,0,0.0,0.0
GR3_F4J24_I,33.675,125.925,4,0.41,4,0,0,0,0,0,0,0.0,0.0
GR3_F4J24_J,33.675,125.975,4,0.41,4,0,0,0,0,0,0,0.0,0.0
GR3_F4J31_N,33.375,125.175,4,0.8,4,0,0,0,0,0,0,0.0,0.0
GR3_F4J32_T,33.325,125.475,4,0.29,3,0,0,0,0,0,1,0.0,0.0
GR3_F4J33_H,33.175,125.125,4,1.2,2,0,0,0,0,0,2,0.0,0.0
GR3_F4J33_J,33.175,125.225,4,1.3,4,0,0,0,0,0,0,0.0,0.0
GR3_F4J33_V,33.025,125.075,4,1.36,4,0,0,0,0,0,0,0.0,0.0
GR3_F4J34_C,33.225,125.375,4,1.3,4,0,0,0,0,0,0,34.81352459016394,205.12067395264117
GR3_F4J34_R,33.075,125.375,4,0.57,2,0,0,0,0,0,2,33.7040072859745,203.06864754098362
GR3_F4J34_T,33.075,125.475,4,0.93,4,0,0,0,0,0,0,0.0,0.0
GR3_F4J41_B,33.475,125.575,4,0.99,0,0,0,0,0,0,4,0.0,0.0
GR3_F4J41_D,33.475,125.675,4,0.51,2,0,0,0,0,0,2,0.0,0.0
GR3_F4J41_O,33.375,125.725,4,0.62,4,0,0,0,0,0,0,33.21163479052823,213.23497267759564
GR3_F4J41_V,33.275,125.575,4,0.34,3,0,0,0,0,0,1,0.0,0.0
GR3_F4J44_B,33.225,125.825,4,1.06,0,0,0,1,0,0,3,34.02777777777778,216.07445355191257
GR3_F4J44_V,33.025,125.825,4,0.86,0,0,0,0,0,0,4,0.0,0.0
GR3_F4K12_U,33.775,126.275,4,33.71,1,0,1,2,0,0,0,0.0,0.0
GR3_F4K13_U,33.525,126.025,4,0.55,0,0,0,0,0,0,4,24.39082422586521,212.66290983606558
GR3_F4K14_O,33.625,126.475,4,5.89,0,0,1,3,0,0,0,0.0,0.0
GR3_F4K14_R,33.575,126.375,4,7.88,0,0,2,2,0,0,0,22.286543715846996,169.7160746812386
GR3_F4K21_Q,33.825,126.575,4,30.91,0,0,4,0,0,0,0,35.431352459016395,185.85792349726776
GR3_F4K21_R,33.825,126.625,4,30.91,0,0,4,0,0,0,0,0.0,0.0
GR3_F4K22_D,33.975,126.925,4,0.31,3,1,0,0,0,0,0,34.947745901639344,189.02914389799636
GR3_F4K22_L,33.875,126.825,4,7.84,0,0,0,2,0,0,2,0.0,0.0
GR3_F4K22_P,33.825,126.775,4,2.55,3,0,1,0,0,0,0,0.0,0.0
GR3_F4K22_R,33.825,126.875,4,9.47,0,0,4,0,0,0,0,31.86908014571949,187.0757058287796
GR3_F4K22_S,33.825,126.925,4,21.98,0,0,2,2,0,0,0,0.0,0.0
GR3_F4K22_T,33.825,126.975,4,21.98,0,0,2,2,0,0,0,0.0,0.0
GR3_F4K23_F,33.675,126.525,4,7.81,0,0,0,4,0,0,0,0.0,0.0
GR3_F4K24_I,33.675,126.925,4,2.38,2,0,2,0,0,0,0,35.89879326047359,196.18738615664844
GR3_F4K24_M,33.625,126.875,4,0.25,4,0,0,0,0,0,0,0.0,0.0
GR3_F4K24_N,33.625,126.925,4,2.99,1,0,3,0,0,0,0,0.0,0.0
GR3_F4K31_B,33.475,126.075,4,0.55,0,0,0,0,0,0,4,0.0,0.0
GR3_F4K33_E,33.225,126.225,4,0.2,4,0,0,0,0,0,0,36.896971766848814,227.40243624772313
GR3_F4K44_B,33.225,126.825,4,0.23,0,0,0,0,0,0,4,0.0,0.0
GR3_F4L11_H,33.925,127.125,4,4.41,1,0,2,0,0,0,1,0.0,0.0
GR3_F4L11_Q,33.825,127.075,4,21.98,0,0,2,2,0,0,0,28.055100182149364,189.61429872495447
GR3_F4L11_S,33.825,127.175,4,14.58,0,0,2,2,0,0,0,0.0,0.0
GR3_F4L21_C,33.975,127.625,4,9.0,0,0,1,3,0,0,0,0.0,0.0
GR3_F4L21_L,33.875,127.575,4,18.81,0,0,3,1,0,0,0,0.0,0.0
GR3_F4L21_N,33.875,127.675,4,15.08,1,0,3,0,0,0,0,0.0,0.0
GR3_F4L22_N,33.875,127.925,4,0.47,2,0,0,0,0,0,2,0.0,0.0
GR3_F4L41_F,33.425,127.525,4,8.36,0,0,4,0,0,0,0,0.0,0.0
GR3_F4L42_O,33.375,127.975,4,15.84,0,0,1,3,0,0,0,0.0,0.0
GR3_F4L43_Q,33.075,127.575,4,18.02,1,0,1,0,0,0,2,0.0,0.0
GR3_F4N11_B,32.975,125.075,4,0.44,4,0,0,0,0,0,0,0.0,0.0
GR3_F4N11_G,32.925,125.075,4,0.38,1,0,0,0,0,0,3,0.0,0.0
GR3_F4N11_I,32.925,125.175,4,0.78,0,0,0,0,0,0,4,0.0,0.0
GR3_F4N12_D,32.975,125.425,4,6.74,2,0,2,0,0,0,0,0.0,0.0
GR3_F4N14_J,32.675,125.475,4,1.16,4,0,0,0,0,0,0,0.0,0.0
GR3_F4N14_Q,32.575,125.325,4,2.22,4,0,0,0,0,0,0,0.0,0.0
GR3_F4N21_I,32.925,125.675,4,0.7,2,0,0,0,0,0,2,0.0,0.0
GR3_F4N22_E,32.975,125.975,4,0.4,2,0,0,0,0,0,2,0.0,0.0
GR3_F4N32_V,32.275,125.325,4,0.33,2,0,0,0,0,0,2,0.0,0.0
GR3_F4N34_P,32.075,125.275,4,0.28,1,0,0,0,0,0,3,0.0,0.0
GR3_F4N42_A,32.475,125.775,4,5.54,0,0,3,0,0,0,1,0.0,0.0
GR3_F4N42_V,32.275,125.825,4,0.65,2,0,0,0,0,0,2,0.0,0.0
GR3_F4O12_E,32.975,126.475,4,0.32,1,0,0,0,0,0,3,0.0,0.0
GR3_F4O21_V,32.775,126.575,4,0.35,2,0,0,0,0,0,2,0.0,0.0
GR3_F4O22_K,32.875,126.775,4,0.64,2,0,0,0,0,0,2,0.0,0.0
GR3_F4O24_U,32.525,126.775,4,4.07,3,0,1,0,0,0,0,0.0,0.0
GR3_F4O33_E,32.225,126.225,4,0.48,4,0,0,0,0,0,0,0.0,0.0
GR3_F4O41_E,32.475,126.725,4,7.69,3,0,1,0,0,0,0,0.0,0.0
GR3_F4O43_F,32.175,126.525,4,12.28,3,0,0,1,0,0,0,0.0,0.0
GR3_F4P13_N,32.625,127.175,4,1.34,4,0,0,0,0,0,0,0.0,0.0
GR3_F4P13_R,32.575,127.125,4,0.67,4,0,0,0,0,0,0,0.0,0.0
GR3_F4P13_Y,32.525,127.225,4,0.74,4,0,0,0,0,0,0,0.0,0.0
GR3_F4P21_M,32.875,127.625,4,9.5,0,0,1,3,0,0,0,0.0,0.0
GR3_F4P21_T,32.825,127.725,4,14.2,0,0,4,0,0,0,0,0.0,0.0
GR3_F4P23_C,32.725,127.625,4,25.64,0,0,4,0,0,0,0,0.0,0.0
GR3_F4P31_H,32.425,127.125,4,95.39,3,0,0,0,0,0,1,0.0,0.0
GR3_G1J34_T,37.075,129.475,4,3.74,2,0,2,0,0,0,0,0.0,0.0
GR3_G1J34_X,37.025,129.425,4,0.25,2,0,0,0,0,0,2,0.0,0.0
GR3_G1K12_V,37.775,130.325,4,10.58,0,0,3,0,0,0,1,0.0,0.0
GR3_G1L12_V,37.775,131.325,4,0.44,0,0,0,0,0,0,4,0.0,0.0
GR3_G1L34_U,37.025,131.275,4,23.09,0,0,3,0,0,1,0,0.0,0.0
GR3_G1N12_T,36.825,129.475,4,0.17,4,0,0,0,0,0,0,0.0,0.0
GR3_G1N21_P,36.825,129.525,4,1.93,0,0,0,4,0,0,0,0.0,0.0
GR3_G1N21_U,36.775,129.525,4,1.92,0,0,0,4,0,0,0,0.0,0.0
GR3_G1N24_H,36.675,129.875,4,0.65,2,0,2,0,0,0,0,0.0,0.0
GR3_G1N24_U,36.525,129.775,4,0.17,1,0,0,0,0,0,3,0.0,0.0
GR3_G1N34_D,36.225,129.425,4,0.16,4,0,0,0,0,0,0,0.0,0.0
GR3_G1N34_H,36.175,129.375,4,0.22,4,0,0,0,0,0,0,0.0,0.0
GR3_G1N43_N,36.125,129.675,4,5.03,0,0,4,0,0,0,0,3.423952641165756,0.0
GR3_G1N43_S,36.075,129.675,4,4.53,0,0,4,0,0,0,0,0.0,0.0
GR3_G1N43_V,36.025,129.575,4,0.52,3,0,0,0,0,0,1,0.0,0.0
GR3_G1O11_T,36.825,130.225,4,3.95,0,1,3,0,0,0,0,0.0,0.0
GR3_G1O11_X,36.775,130.175,4,3.94,0,1,3,0,0,0,0,0.0,0.0
GR3_G1O11_Y,36.775,130.225,4,4.83,0,3,1,0,0,0,0,0.0,0.0
GR3_G1O12_P,36.825,130.275,4,4.83,0,3,1,0,0,0,0,0.0,0.0
GR3_G1O13_D,36.725,130.175,4,4.83,0,3,1,0,0,0,0,0.0,0.0
GR3_G3A34_T,35.075,128.475,4,0.03,4,0,0,0,0,0,0,0.0,0.0
GR3_G3A43_O,35.125,128.725,4,17.8,2,0,0,1,1,0,0,0.0,0.0
GR3_G3A43_S,35.075,128.675,4,0.1,4,0,0,0,0,0,0,0.0,0.0
GR3_G3A44_Y,35.025,128.975,4,0.03,4,0,0,0,0,0,0,0.0,0.0
GR3_G3B14_T,35.575,129.475,4,0.11,2,0,0,0,0,1,1,0.0,0.0
GR3_G3B22_J,35.925,129.975,4,0.16,3,0,0,0,0,0,1,0.0,0.0
GR3_G3B23_H,35.675,129.625,4,6.38,0,0,4,0,0,0,0,0.0,0.0
GR3_G3B23_M,35.625,129.625,4,5.3,0,0,4,0,0,0,0,0.0,0.0
GR3_G3B24_D,35.725,129.925,4,6.61,1,0,0,2,0,0,1,0.0,0.0
GR3_G3B24_E,35.725,129.975,4,12.25,3,0,0,1,0,0,0,0.0,0.0
GR3_G3B33_I,35.175,129.175,4,0.07,4,0,0,0,0,0,0,0.0,0.0
GR3_G3B33_N,35.125,129.175,4,0.19,4,0,0,0,0,0,0,0.0,0.0
GR3_G3B33_X,35.025,129.175,4,18.38,0,0,3,0,0,0,1,0.0,0.0
GR3_G3B34_J,35.175,129.475,4,2.46,1,0,1,0,0,0,2,0.0,0.0
GR3_G3B34_Q,35.075,129.325,4,1.95,2,0,1,1,0,0,0,0.0,0.0
GR3_G3B34_R,35.075,129.375,4,1.97,2,0,1,1,0,0,0,0.0,0.0
GR3_G3B34_S,35.075,129.425,4,0.08,1,0,0,0,0,0,3,0.0,0.0
GR3_G3B34_U,35.025,129.275,4,1.22,1,0,1,0,0,0,2,0.0,0.0
GR3_G3B41_A,35.475,129.525,4,1.56,0,0,0,4,0,0,0,0.0,0.0
GR3_G3B41_B,35.475,129.575,4,4.48,0,0,3,1,0,0,0,0.0,0.0
GR3_G3B41_F,35.425,129.525,4,1.09,0,0,1,0,0,0,3,24.130464480874316,118.22575136612022
GR3_G3B41_J,35.425,129.725,4,16.02,2,0,2,0,0,0,0,0.0,0.0
GR3_G3B41_Q,35.325,129.575,4,2.64,2,0,2,0,0,0,0,0.0,0.0
GR3_G3B41_Y,35.275,129.725,4,1.09,4,0,0,0,0,0,0,0.0,0.0
GR3_G3B42_P,35.325,129.775,4,1.97,3,0,0,0,0,0,1,0.0,0.0
GR3_G3B42_U,35.275,129.775,4,3.29,1,0,2,0,0,0,1,0.0,0.0
