Grid_ID,Latitude,Longitude,Ship_Count,Density,어선,여객선,화물선,유조선,예인선,수상레저기구,기타선,avg_speed,avg_dir
GR3_F2N23_B,36.725,125.575,1,12.8,0,0,1,0,0,0,0,0.0,0.0
GR3_F2N23_E,36.725,125.725,1,12.8,0,0,1,0,0,0,0,0.0,0.0
GR3_F2N23_T,36.575,125.725,1,25.78,0,0,0,1,0,0,0,0.0,0.0
GR3_F2N24_D,36.725,125.925,1,5.18,0,0,1,0,0,0,0,0.0,0.0
GR3_F2N24_K,36.625,125.775,1,25.79,0,0,0,1,0,0,0,50.44148451730419,162.74248633879782
GR3_F2N31_W,36.275,125.125,1,21.35,0,0,1,0,0,0,0,32.80088797814208,172.02242714025502
GR3_F2N32_B,36.475,125.325,1,20.49,0,0,1,0,0,0,0,0.0,0.0
GR3_F2N32_D,36.475,125.425,1,21.6,0,0,1,0,0,0,0,0.0,0.0
GR3_F2N32_F,36.425,125.275,1,5.16,0,0,1,0,0,0,0,35.44091530054645,171.7953096539162
GR3_F2N32_H,36.425,125.375,1,34.37,0,0,1,0,0,0,0,0.0,0.0
GR3_F2N32_T,36.325,125.475,1,21.56,0,0,1,0,0,0,0,0.0,0.0
GR3_F2N32_Y,36.275,125.475,1,14.83,0,0,1,0,0,0,0,0.0,0.0
GR3_F2N33_C,36.225,125.125,1,21.35,0,0,1,0,0,0,0,31.63928734061931,165.52328096539162
GR3_F2N34_G,36.175,125.325,1,34.98,0,0,1,0,0,0,0,34.240551001821494,166.71618852459017
GR3_F2N34_L,36.125,125.325,1,34.97,0,0,1,0,0,0,0,0.0,0.0
GR3_F2N41_B,36.475,125.575,1,16.47,0,0,1,0,0,0,0,44.09312386156648,167.18647540983608
GR3_F2N41_L,36.375,125.575,1,45.62,0,0,0,1,0,0,0,40.15733151183971,164.9606102003643
GR3_F2N41_M,36.375,125.625,1,16.46,0,0,1,0,0,0,0,0.0,0.0
GR3_F2N41_Y,36.275,125.725,1,20.8,0,0,0,1,0,0,0,0.0,0.0
GR3_F2N42_F,36.425,125.775,1,20.83,0,0,0,1,0,0,0,0.0,0.0
GR3_F2N42_J,36.425,125.975,1,0.11,1,0,0,0,0,0,0,0.0,0.0
GR3_F2N42_N,36.375,125.925,1,0.1,1,0,0,0,0,0,0,41.69068761384335,160.43044171220401
GR3_F2N42_P,36.325,125.775,1,14.84,0,0,1,0,0,0,0,0.0,0.0
GR3_F2N43_G,36.175,125.575,1,47.15,0,0,0,1,0,0,0,38.63877504553734,160.44945355191257
GR3_F2N43_Y,36.025,125.725,1,34.2,0,0,1,0,0,0,0,0.0,0.0
GR3_F2N44_F,36.175,125.775,1,6.11,0,0,1,0,0,0,0,38.18715846994535,155.96937613843352
GR3_F2N44_I,36.175,125.925,1,0.06,0,0,0,0,0,1,0,0.0,0.0
GR3_F2N44_J,36.175,125.975,1,0.06,0,0,0,0,0,1,0,0.0,0.0
GR3_F2N44_N,36.125,125.925,1,0.06,0,0,0,0,0,1,0,35.24988615664845,177.57092440801458
GR3_F2O11_A,36.975,126.025,1,1.86,0,0,1,0,0,0,0,0.0,0.0
GR3_F2O11_H,36.925,126.125,1,2.61,0,0,1,0,0,0,0,0.0,0.0
GR3_F2O11_K,36.875,126.025,1,12.25,0,0,1,0,0,0,0,0.0,0.0
GR3_F2O12_G,36.925,126.325,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F2O12_H,36.925,126.375,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F2O13_I,36.675,126.175,1,0.12,1,0,0,0,0,0,0,0.0,0.0
GR3_F2O13_N,36.625,126.175,1,0.0,0,0,0,0,0,0,1,0.0,0.0
GR3_F2O13_S,36.575,126.175,1,0.0,0,0,0,0,0,0,1,44.880009107468126,199.17008196721312
GR3_F2O14_F,36.675,126.275,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F2O14_R,36.575,126.375,1,0.07,1,0,0,0,0,0,0,0.0,0.0
GR3_F2O14_Y,36.525,126.475,1,0.11,0,0,0,0,0,0,1,0.0,0.0
GR3_F2O22_L,36.875,126.825,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F2O31_A,36.475,126.025,1,0.11,1,0,0,0,0,0,0,0.0,0.0
GR3_F2O32_A,36.475,126.275,1,1.39,0,0,0,1,0,0,0,0.0,0.0
GR3_F2O32_H,36.425,126.375,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F2O32_M,36.375,126.375,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F2O32_N,36.375,126.425,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F2O32_Q,36.325,126.325,1,1.38,0,0,0,1,0,0,0,0.0,0.0
GR3_F2O32_U,36.275,126.275,1,0.08,0,0,0,0,1,0,0,39.00295992714025,163.44990892531877
GR3_F2O32_Y,36.275,126.475,1,0.09,1,0,0,0,0,0,0,27.82024134790528,148.0023907103825
GR3_F2O33_O,36.125,126.225,1,0.08,0,0,0,0,0,0,1,0.0,0.0
GR3_F2O33_Q,36.075,126.075,1,21.49,0,0,1,0,0,0,0,0.0,0.0
GR3_F2O33_R,36.075,126.125,1,21.49,0,0,1,0,0,0,0,38.91723588342441,162.39275956284152
GR3_F2O33_T,36.075,126.225,1,0.09,0,0,0,0,0,0,1,0.0,0.0
GR3_F2O33_U,36.025,126.025,1,20.55,0,0,1,0,0,0,0,0.0,0.0
GR3_F2O33_V,36.025,126.075,1,30.53,0,0,1,0,0,0,0,0.0,0.0
GR3_F2O33_W,36.025,126.125,1,30.53,0,0,1,0,0,0,0,0.0,0.0
GR3_F2O34_A,36.225,126.275,1,0.1,0,0,0,0,0,0,1,0.0,0.0
GR3_F2O34_M,36.125,126.375,1,0.1,1,0,0,0,0,0,0,0.0,0.0
GR3_F2O34_N,36.125,126.425,1,0.1,1,0,0,0,0,0,0,30.692281420765028,190.5679644808743
GR3_F2O43_L,36.125,126.575,1,0.02,1,0,0,0,0,0,0,0.0,0.0
GR3_F2O43_M,36.125,126.625,1,0.03,1,0,0,0,0,0,0,0.0,0.0
GR3_F3K34_M,33.125,122.375,1,0.33,1,0,0,0,0,0,0,0.0,0.0
GR3_F3L22_K,33.875,123.775,1,34.03,0,0,1,0,0,0,0,0.0,0.0
GR3_F3L22_Y,33.775,123.975,1,43.94,0,0,0,1,0,0,0,0.0,0.0
GR3_F3L43_V,33.025,123.575,1,0.31,1,0,0,0,0,0,0,0.0,0.0
GR3_F4A42_E,35.475,124.975,1,0.23,1,0,0,0,0,0,0,0.0,0.0
GR3_F4A42_R,35.325,124.875,1,14.35,0,0,1,0,0,0,0,0.0,0.0
GR3_F4A42_S,35.325,124.925,1,0.29,1,0,0,0,0,0,0,0.0,0.0
GR3_F4A42_T,35.325,124.975,1,0.29,1,0,0,0,0,0,0,0.0,0.0
GR3_F4A42_U,35.275,124.775,1,0.2,0,0,0,0,0,0,1,0.0,0.0
GR3_F4A42_V,35.275,124.825,1,0.21,1,0,0,0,0,0,0,0.0,0.0
GR3_F4A44_C,35.225,124.875,1,6.75,0,0,0,1,0,0,0,0.0,0.0
GR3_F4A44_F,35.175,124.775,1,6.74,0,0,0,1,0,0,0,0.0,0.0
GR3_F4B12_J,35.925,125.475,1,0.27,0,0,0,0,0,0,1,36.04331739526412,150.62818761384335
GR3_F4B13_G,35.675,125.075,1,16.31,0,0,1,0,0,0,0,32.00056921675774,149.5638661202186
GR3_F4B13_T,35.575,125.225,1,0.25,1,0,0,0,0,0,0,35.43374316939891,141.15562386156648
GR3_F4B13_V,35.525,125.075,1,16.28,0,0,1,0,0,0,0,34.768101092896174,133.73975409836066
GR3_F4B13_Y,35.525,125.225,1,0.25,1,0,0,0,0,0,0,37.345856102003644,134.26388888888889
GR3_F4B21_B,35.975,125.575,1,13.26,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B21_C,35.975,125.625,1,34.19,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B21_G,35.925,125.575,1,21.45,0,0,1,0,0,0,0,37.72586520947177,151.33310564663023
GR3_F4B21_O,35.875,125.725,1,20.69,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B21_X,35.775,125.675,1,21.41,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B22_C,35.975,125.875,1,2.49,0,0,0,1,0,0,0,0.0,0.0
GR3_F4B22_L,35.875,125.825,1,2.49,0,0,0,1,0,0,0,0.0,0.0
GR3_F4B22_P,35.825,125.775,1,6.38,0,0,1,0,0,0,0,39.33151183970856,150.29508196721312
GR3_F4B22_U,35.775,125.775,1,0.37,0,0,0,0,0,0,1,0.0,0.0
GR3_F4B23_C,35.725,125.625,1,0.27,1,0,0,0,0,0,0,0.0,0.0
GR3_F4B23_G,35.675,125.575,1,13.21,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B23_Y,35.525,125.725,1,8.21,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B24_A,35.725,125.775,1,0.37,0,0,0,0,0,0,1,0.0,0.0
GR3_F4B24_E,35.725,125.975,1,0.27,1,0,0,0,0,0,0,41.54382969034609,150.28449453551912
GR3_F4B31_A,35.475,125.025,1,16.27,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B31_D,35.475,125.175,1,0.25,1,0,0,0,0,0,0,0.0,0.0
GR3_F4B31_J,35.425,125.225,1,20.58,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B31_U,35.275,125.025,1,0.23,0,0,0,0,0,0,1,0.0,0.0
GR3_F4B32_F,35.425,125.275,1,20.58,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B32_J,35.425,125.475,1,0.3,0,0,0,0,0,0,1,42.16393442622951,131.06728142076503
GR3_F4B32_M,35.375,125.375,1,20.56,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B32_P,35.325,125.275,1,2.66,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B33_U,35.025,125.025,1,45.41,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B41_H,35.425,125.625,1,8.79,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B42_A,35.475,125.775,1,4.92,0,0,1,0,0,0,0,0.0,0.0
GR3_F4B42_U,35.275,125.775,1,0.37,0,0,0,0,0,0,1,0.0,0.0
GR3_F4B43_W,35.025,125.625,1,5.63,0,0,0,1,0,0,0,0.0,0.0
GR3_F4B44_A,35.225,125.775,1,0.37,0,0,0,0,0,0,1,58.01445810564663,135.38615664845173
GR3_F4C11_E,35.975,126.225,1,0.0,0,0,0,0,0,0,1,0.0,0.0
GR3_F4C11_F,35.925,126.025,1,0.34,0,0,0,0,1,0,0,0.0,0.0
GR3_F4C11_J,35.925,126.225,1,5.7,0,0,1,0,0,0,0,0.0,0.0
GR3_F4C11_L,35.875,126.075,1,0.1,0,0,0,0,0,0,1,0.0,0.0
GR3_F4C12_D,35.975,126.425,1,5.13,0,0,1,0,0,0,0,0.0,0.0
GR3_F4C12_Q,35.825,126.325,1,0.02,1,0,0,0,0,0,0,30.026639344262296,160.24829234972677
GR3_F4C13_C,35.725,126.125,1,0.0,0,0,1,0,0,0,0,0.0,0.0
GR3_F4C13_M,35.625,126.125,1,0.07,1,0,0,0,0,0,0,34.75825364298725,157.94751821493625
GR3_F4C14_E,35.725,126.475,1,0.01,1,0,0,0,0,0,0,16.880692167577415,141.224043715847
GR3_F4C14_L,35.625,126.325,1,0.19,1,0,0,0,0,0,0,31.178164845173043,163.05384790528234
GR3_F4C14_Q,35.575,126.325,1,1.67,0,0,0,0,0,0,1,37.82433970856102,154.2313296903461
GR3_F4C14_U,35.525,126.275,1,0.21,1,0,0,0,0,0,0,0.0,0.0
GR3_F4C23_A,35.725,126.525,1,0.07,0,0,0,0,0,0,1,0.0,0.0
GR3_F4C31_R,35.325,126.125,1,5.46,0,0,0,0,0,0,1,46.19216757741348,154.4601548269581
GR3_F4C32_D,35.475,126.425,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F4C33_U,35.025,126.025,1,0.42,0,0,0,0,1,0,0,0.0,0.0
GR3_F4C34_Q,35.075,126.325,1,0.04,1,0,0,0,0,0,0,4.351662112932605,167.82843806921676
GR3_F4E12_Q,34.825,124.325,1,0.27,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E14_E,34.725,124.475,1,0.28,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E14_L,34.625,124.325,1,30.44,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E14_M,34.625,124.375,1,30.44,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E14_Q,34.575,124.325,1,30.44,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E14_R,34.575,124.375,1,30.44,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E21_M,34.875,124.625,1,13.52,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E21_N,34.875,124.675,1,13.52,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E21_T,34.825,124.725,1,13.51,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E22_E,34.975,124.975,1,45.38,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E23_L,34.625,124.575,1,36.0,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E23_M,34.625,124.625,1,35.99,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E23_N,34.625,124.675,1,0.39,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E23_R,34.575,124.625,1,35.97,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E23_T,34.575,124.725,1,21.28,0,0,0,1,0,0,0,0.0,0.0
GR3_F4E23_X,34.525,124.675,1,0.44,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E24_B,34.725,124.825,1,1.61,0,0,0,0,0,0,1,0.0,0.0
GR3_F4E24_G,34.675,124.825,1,1.61,0,0,0,0,0,0,1,0.0,0.0
GR3_F4E31_D,34.475,124.175,1,0.55,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E31_E,34.475,124.225,1,0.46,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E31_M,34.375,124.125,1,0.41,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E31_N,34.375,124.175,1,0.27,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E31_X,34.275,124.175,1,12.42,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E32_J,34.425,124.475,1,6.58,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E32_M,34.375,124.375,1,2.9,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E32_Q,34.325,124.325,1,0.28,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E32_S,34.325,124.425,1,0.28,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E32_T,34.325,124.475,1,6.57,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E33_J,34.175,124.225,1,0.46,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E34_G,34.175,124.325,1,0.29,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E34_R,34.075,124.375,1,0.34,0,0,0,0,0,0,1,0.0,0.0
GR3_F4E34_T,34.075,124.475,1,14.29,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E41_J,34.425,124.725,1,0.36,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E41_R,34.325,124.625,1,1.97,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E42_D,34.475,124.925,1,7.88,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E42_G,34.425,124.825,1,21.25,0,0,0,1,0,0,0,0.0,0.0
GR3_F4E42_N,34.375,124.925,1,0.3,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E42_P,34.325,124.775,1,36.1,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E42_X,34.275,124.925,1,25.07,0,0,0,1,0,0,0,0.0,0.0
GR3_F4E43_D,34.225,124.675,1,0.41,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E43_I,34.175,124.675,1,0.41,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E43_M,34.125,124.625,1,0.3,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E43_O,34.125,124.725,1,0.41,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E43_Q,34.075,124.575,1,0.3,1,0,0,0,0,0,0,0.0,0.0
GR3_F4E44_B,34.225,124.825,1,2.32,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E44_F,34.175,124.775,1,36.05,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E44_G,34.175,124.825,1,25.03,0,0,0,1,0,0,0,0.0,0.0
GR3_F4E44_J,34.175,124.975,1,5.48,0,0,1,0,0,0,0,0.0,0.0
GR3_F4E44_K,34.125,124.775,1,0.2,0,0,0,0,0,0,1,0.0,0.0
GR3_F4E44_P,34.075,124.775,1,0.0,0,0,0,0,0,0,1,0.0,0.0
GR3_F4E44_T,34.075,124.975,1,5.48,0,0,1,0,0,0,0,0.0,0.0
GR3_F4F11_B,34.975,125.075,1,8.5,0,0,1,0,0,0,0,0.0,0.0
GR3_F4F11_I,34.925,125.175,1,8.49,0,0,1,0,0,0,0,0.0,0.0
GR3_F4F11_S,34.825,125.175,1,8.49,0,0,1,0,0,0,0,42.89913479052823,134.9863387978142
GR3_F4F12_E,34.975,125.475,1,0.27,1,0,0,0,0,0,0,0.0,0.0
GR3_F4F12_J,34.925,125.475,1,0.27,1,0,0,0,0,0,0,52.45332422586521,110.14002732240438
GR3_F4F12_K,34.875,125.275,1,0.29,1,0,0,0,0,0,0,47.38746584699454,122.89731329690346
GR3_F4F14_I,34.675,125.425,1,0.0,0,0,0,0,0,0,1,56.954633424408016,184.74982923497268
GR3_F4F14_W,34.525,125.375,1,7.88,0,0,1,0,0,0,0,51.51901183970856,227.46994535519124
GR3_F4F14_Y,34.525,125.475,1,0.31,1,0,0,0,0,0,0,54.021857923497265,207.41256830601094
GR3_F4F21_R,34.825,125.625,1,13.52,0,0,0,1,0,0,0,62.216188524590166,149.60109289617486
GR3_F4F22_K,34.875,125.775,1,0.26,0,0,0,0,1,0,0,69.29189435336977,114.56750910746813
GR3_F4F22_Q,34.825,125.825,1,0.26,0,0,0,0,1,0,0,75.57707194899818,110.44911202185793
GR3_F4F22_R,34.825,125.875,1,0.36,0,0,0,0,0,0,1,0.0,0.0
GR3_F4F22_X,34.775,125.925,1,0.11,0,0,0,0,1,0,0,0.0,0.0
GR3_F4F24_C,34.725,125.875,1,0.29,0,0,0,0,1,0,0,0.0,0.0
GR3_F4F24_I,34.675,125.925,1,0.11,0,0,0,0,1,0,0,0.0,0.0
GR3_F4F24_R,34.575,125.875,1,0.02,1,0,0,0,0,0,0,59.27789162112933,251.15630692167576
GR3_F4F24_T,34.575,125.975,1,2.57,0,0,1,0,0,0,0,0.0,0.0
GR3_F4F31_G,34.425,125.075,1,11.88,0,0,1,0,0,0,0,46.49965846994535,203.1613160291439
GR3_F4F31_N,34.375,125.175,1,7.42,0,0,1,0,0,0,0,0.0,0.0
GR3_F4F31_X,34.275,125.175,1,7.42,0,0,1,0,0,0,0,41.424180327868854,223.57821038251367
GR3_F4F32_F,34.425,125.275,1,0.23,0,0,0,0,0,0,1,0.0,0.0
GR3_F4F33_V,34.025,125.075,1,0.11,1,0,0,0,0,0,0,0.0,0.0
GR3_F4F34_E,34.225,125.475,1,0.09,1,0,0,0,0,0,0,57.26519808743169,225.28198998178507
GR3_F4F34_F,34.175,125.275,1,11.85,0,0,1,0,0,0,0,0.0,0.0
GR3_F4F34_I,34.175,125.425,1,11.85,0,0,1,0,0,0,0,0.0,0.0
GR3_F4F34_J,34.175,125.475,1,4.5,0,0,1,0,0,0,0,0.0,0.0
GR3_F4F41_D,34.475,125.675,1,7.88,0,0,1,0,0,0,0,61.614981785063755,231.41245446265938
GR3_F4F41_X,34.275,125.675,1,7.31,0,0,1,0,0,0,0,60.63251366120219,225.96755464480876
GR3_F4F42_E,34.475,125.975,1,2.57,0,0,1,0,0,0,0,0.0,0.0
GR3_F4F42_H,34.425,125.875,1,0.17,0,0,0,0,0,0,1,0.0,0.0
GR3_F4F42_J,34.425,125.975,1,0.17,0,0,0,0,0,0,1,0.0,0.0
GR3_F4F42_Y,34.275,125.975,1,0.02,0,0,0,0,0,0,1,0.0,0.0
GR3_F4F43_Q,34.075,125.575,1,7.29,0,0,1,0,0,0,0,0.0,0.0
GR3_F4F43_T,34.075,125.725,1,0.27,1,0,0,0,0,0,0,0.0,0.0
GR3_F4F44_N,34.125,125.925,1,0.19,1,0,0,0,0,0,0,0.0,0.0
GR3_F4F44_P,34.075,125.775,1,8.41,0,0,1,0,0,0,0,0.0,0.0
GR3_F4G11_A,34.975,126.025,1,0.42,0,0,0,0,1,0,0,57.48520036429873,130.2466985428051
GR3_F4G11_L,34.875,126.075,1,0.23,0,0,0,0,0,0,1,0.0,0.0
GR3_F4G11_S,34.825,126.175,1,3.46,0,0,0,0,0,0,1,54.142418032786885,252.37932604735883
GR3_F4G11_U,34.775,126.025,1,0.04,1,0,0,0,0,0,0,18.048155737704917,202.50079690346084
GR3_F4G11_W,34.775,126.125,1,0.07,0,0,0,0,0,1,0,0.0,0.0
GR3_F4G12_C,34.975,126.375,1,0.07,0,0,0,0,0,0,1,0.0,0.0
GR3_F4G12_I,34.925,126.425,1,0.06,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G12_L,34.875,126.325,1,0.02,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G12_Y,34.775,126.475,1,0.14,0,0,0,0,0,0,1,0.0,0.0
GR3_F4G13_B,34.725,126.075,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G13_C,34.725,126.125,1,0.27,0,1,0,0,0,0,0,0.0,0.0
GR3_F4G13_G,34.675,126.075,1,0.05,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G13_T,34.575,126.225,1,11.49,0,1,0,0,0,0,0,0.0,0.0
GR3_F4G13_V,34.525,126.075,1,0.08,0,0,0,0,1,0,0,0.0,0.0
GR3_F4G13_X,34.525,126.175,1,0.08,0,0,0,0,1,0,0,44.71516393442623,143.10610200364297
GR3_F4G14_A,34.725,126.275,1,0.0,0,0,1,0,0,0,0,0.0,0.0
GR3_F4G14_Q,34.575,126.325,1,0.37,0,0,0,0,0,0,1,0.0,0.0
GR3_F4G14_Y,34.525,126.475,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G24_Y,34.525,126.975,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G31_C,34.475,126.125,1,0.14,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G32_C,34.475,126.375,1,0.02,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G32_J,34.425,126.475,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G32_U,34.275,126.275,1,0.0,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G34_B,34.225,126.325,1,0.12,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G34_G,34.175,126.325,1,0.29,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G34_O,34.125,126.475,1,2.56,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G34_S,34.075,126.425,1,6.05,0,0,1,0,0,0,0,0.0,0.0
GR3_F4G34_V,34.025,126.325,1,0.54,0,0,0,0,0,0,1,0.0,0.0
GR3_F4G34_X,34.025,126.425,1,3.92,0,0,1,0,0,0,0,0.0,0.0
GR3_F4G41_M,34.375,126.625,1,0.03,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G41_O,34.375,126.725,1,0.03,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G42_A,34.475,126.775,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G42_I,34.425,126.925,1,0.02,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G42_J,34.425,126.975,1,0.09,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G42_Q,34.325,126.825,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G42_R,34.325,126.875,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G43_J,34.175,126.725,1,0.0,0,0,1,0,0,0,0,0.0,0.0
GR3_F4G44_B,34.225,126.825,1,2.57,0,0,1,0,0,0,0,0.0,0.0
GR3_F4G44_E,34.225,126.975,1,0.05,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G44_F,34.175,126.775,1,0.0,0,0,1,0,0,0,0,0.0,0.0
GR3_F4G44_K,34.125,126.775,1,0.16,1,0,0,0,0,0,0,0.0,0.0
GR3_F4G44_M,34.125,126.875,1,5.21,0,0,0,1,0,0,0,35.34824681238616,177.69421675774134
GR3_F4H12_W,34.775,127.375,1,0.04,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H13_D,34.725,127.175,1,0.14,0,0,0,0,0,0,1,0.0,0.0
GR3_F4H13_Q,34.575,127.075,1,0.06,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H13_X,34.525,127.175,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H13_Y,34.525,127.225,1,0.03,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H14_F,34.675,127.275,1,0.04,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H14_G,34.675,127.325,1,0.03,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H14_O,34.625,127.475,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H14_T,34.575,127.475,1,0.03,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H14_W,34.525,127.375,1,0.05,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H21_E,34.975,127.725,1,0.02,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H21_Y,34.775,127.725,1,0.46,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H22_C,34.975,127.875,1,0.02,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H23_H,34.675,127.625,1,0.15,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H23_J,34.675,127.725,1,0.01,1,0,0,0,0,0,0,6.409836065573771,121.31682604735883
GR3_F4H23_R,34.575,127.625,1,0.04,1,0,0,0,0,0,0,23.76377504553734,217.28950364298726
GR3_F4H24_R,34.575,127.875,1,0.04,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H31_A,34.475,127.025,1,0.01,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H31_F,34.425,127.025,1,0.02,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H33_V,34.025,127.075,1,0.58,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H34_B,34.225,127.325,1,0.05,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H34_X,34.025,127.425,1,0.05,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H41_A,34.475,127.525,1,0.02,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H41_G,34.425,127.575,1,0.38,0,0,0,0,1,0,0,26.789845173041893,176.74385245901638
GR3_F4H41_H,34.425,127.625,1,0.38,0,0,0,0,1,0,0,0.0,0.0
GR3_F4H41_N,34.375,127.675,1,2.44,0,0,0,1,0,0,0,0.0,0.0
GR3_F4H41_R,34.325,127.625,1,2.44,0,0,0,1,0,0,0,0.0,0.0
GR3_F4H41_U,34.275,127.525,1,0.03,1,0,0,0,0,0,0,0.0,0.0
GR3_F4H42_Y,34.275,127.975,1,53.72,0,0,1,0,0,0,0,0.0,0.0
GR3_F4H44_J,34.175,127.975,1,3.17,0,0,0,1,0,0,0,0.0,0.0
GR3_F4H44_N,34.125,127.925,1,3.17,0,0,1,0,0,0,0,17.681921675774134,160.7849499089253
GR3_F4H44_U,34.025,127.775,1,3.17,0,0,1,0,0,0,0,0.0,0.0
GR3_F4H44_V,34.025,127.825,1,3.17,0,0,1,0,0,0,0,0.0,0.0
